id,name
2237,Hortensia Herrero
4026,Michael Hintze
7416,Igor Kesaev
1388,Koon Poh Keong
1666,Hermann Langness
6117,Li Zhongchu
9514,Alexander Mamut
5109,Joao Roberto Marinho
2893,"Drayton Mclane, Jr."
9275,Patrice Motsepe
9779,Alfred Oetker
8303,August Oetker
4932,Carl Ferdinand Oetker
6629,Christian Oetker
5139,Julia Oetker
3950,Richard Oetker
8687,Daniel Pritzker
5781,John Pritzker
7362,Nevaldo Rocha
4128,Luigi Rovati
5505,Ferit Faik Sahenk
9574,Rosely Schweizer
5394,Eric Smidt
1317,Alexander Spanos
8103,Leena Tewari
7042,Tong Jinquan
9662,Peter Unger
1952,Sunny Varkey
5883,Urs Wietlisbach
2222,Michael Ying
5519,Yu Minhong
9317,Eva Maria Bucher-Haefner
4468,Chen Hua
6104,Gustavo Denegri
7553,Dermot Desmond
5300,Murali Divi
6280,Thomas Flohr
4069,Bernard Fraisse
6125,Harsh Goenka
7359,David Gottesman
8426,Murli Dhar & Bimal Kumar Gyanchandani
7422,Bill Haslam
1905,Hu Baifan
4875,W. Herbert Hunt
2395,Alijan Ibragimov
6930,Bradley Jacobs
4514,Brad Kelley
7824,Vinod Khosla
1907,Stephen Lansdown
1343,Martin Lau
2157,Lee Joong-Keun
4333,Lin Li
9526,Kenneth Lo
4967,Alexander Machkevich
2640,Clayton Mathile
6336,Stanley Perron
2501,J. Joe Ricketts
1367,Dirk Rossmann
5736,Filiz Sahenk
9440,Dan Snyder
2098,Peter Spuhler
6827,Tang Yiu
3843,John Tyson
2516,Wong Man Li
8115,Lia Maria Aguiar
2535,Aziz Akhannouch
7280,Ron Baron
6228,Shyam & Hari Bhartia
4428,Timothy Boyle
8792,Tatiana Casiraghi
9588,Chan Tan Ching-Fen
7250,"Chase Coleman, Iii."
5067,Mark Coombs
5893,James Coulter
6069,Dulce Pugliese De Godoy Bueno
9146,Ana Lucia De Mattos Barretto Villela
8018,"Frank Fertitta, Iii."
7933,Lorenzo Fertitta
8932,Maria Franca Fissolo
7901,Alexander Frolov
4584,"Ernest Garcia, Ii."
3712,Alexandre Grendene Bartelle
4870,Vinod & Anil Rai Gupta
3133,Torstein Hagen
1701,He Qiaonv
4446,Hans-Werner Hector
1929,Stanley Hubbard
7724,Ke Xiping
3867,Suna Kirac
8499,Kong Jian Min
1484,Koo Bon-Moo
1107,Heikki Kyostila
6047,Thomas Lee
4802,Eric Lefkofsky
4847,Peter Lim
5197,Scott Lin
2832,Tomas Olivo Lopez
5569,Phillip T. (Terry) Ragon
7190,Stewart Rahr
4964,T. Denny Sanford
8230,"Julio Mario Santo Domingo, Iii."
5184,"Karl Scheufele, Iii."
8579,Shen Guojun
2778,Alain Taravella
9074,Oleg Tinkov
4493,T.Y. Tsai
8966,Tung Chee Hwa
6576,Ted Turner
8331,Sunil Vaswani
2571,Jitendra Virwani
2197,Lang Walker
9242,Wu Zhigang
8473,Xiao Wenge
7096,Xiong Xuqiang
7326,Takao Yasuda
3559,William Young
8383,Eddie & Sol Zakay
5786,Zhang Xiugen
6121,Leslie Alexander
3319,Patricia Angelini Rossi
5043,Josef Boquoi
1062,Nikolai Buinov
1199,Richard Chandler
1795,Cheng Xue
2304,Patokh Chodiev
1843,Choo Chong Ngen
7226,Todd Christopher
2327,John De Mol
7565,Bob Gaglardi
8162,Gordon Getty
6933,Philippe Ginestet
5119,Sanjiv Goenka
8958,Alec Gores
9175,David Hains
3439,Bahaa Hariri
5983,William Heinecke
1056,Huang Hongyun
5097,Huang Zhenda
1614,Ravi Jaipuria
6548,Jiang Yehua
3271,Manuel Jove
3016,Willibert Krueger
3374,Kuok Khoon Hong
1548,Christian Latouche
4966,Guenther Lehmann
8725,Li Hongxin
8823,Li Xiting
1756,Liang Yunchao
3127,Brandt Louie
1451,Catherine Lozick
3215,Igor Makarov
8737,Mao Lixiang
3886,Harsh Mariwala
4606,Martin Moller Nielsen
4156,David Murdock
4060,N.R. Narayana Murthy
3788,Georg Nemetschek
3315,Vikas Oberoi
8758,Maja Oeri
6417,Ong Beng Seng And Christina Ong
3412,"H. Ross Perot, Jr."
1213,Tor Peterson
5910,Heloise Pratt
2600,Alexey Repik
2055,Shin Chang-Jae
7805,Kavitark Ram Shriram
8555,Sylvia Stroeher
6454,Katsumi Tada
1411,Tang Shing-Bor
7360,Georg Von Opel
8970,David Walentas
3354,Ronald Wanek
1839,Wang Changtian
1643,Wang Wenjing
2013,Ye Cheng
4983,Zhu Gongshan
4444,Antti Aarnio-Wihuri
3515,S. Daniel Abraham
3136,Joao Alves De Queiroz Filho
5837,Mika Anttonen
2732,Thor Bjorgolfsson
3533,Andrei Bokarev
4759,Bernhard Braun-Luedicke
8548,Eva Maria Braun-Luedicke
8203,Friederike Braun-Luedicke
2417,Ron Burkle
6899,Vivek Chand Burman
9944,Chen Yung-Tai
9661,James Clark
3468,Christopher Cline
9640,Alexandra Daitch
3735,Dong Wei
1954,Fritz Draexlmaier
6542,Glenn Dubin
2787,Robert Duggan
1743,Jayme Garfinkel
2400,Sam Goi
1084,Thomas Hagen
8432,Carlos Hank Rhon
2939,Christoph Henkel
7984,Hu Kaijun
8468,Huang Yi
9312,Ramesh Juneja
9485,Bruce Karsh
3162,Henry Laufer
1032,Lee Boo-Jin
9530,Lee Jay-Hyun
5419,Wolfgang Leitner
5613,Li Ge
7836,Harald Link
8173,Liu Ming Hui
8581,Jeffrey Lurie
1193,Ma Xingtian
6316,Sarah Macmillan
3598,Howard Marks
4922,Miao Shouliang
4376,Lachhman Das Mittal
4671,Mario Moretti Polegato
8262,Vadim Moshkovich
7022,Mofatraj Munot
5155,Jonathan Nelson
5102,Florentino Perez
8990,Chuchat & Daonapa Petaumpai
4120,Peter Peterson
5035,Arvind Poddar
4364,Murdaya Poo
9967,Ren Zhengfei
7324,Antony Ressler
9212,Francisco Jose Riberas Mera
3263,Rodney Sacks
8122,Hilton Schlosberg
3676,Brian Sheth
6314,Lucy Stitzer
7589,Su Suyu
4679,Satoshi Suzuki
5694,Katherine Tanner
3778,Arvind Tiku
7238,Wang Liping
8482,Wang Xicheng
4963,Wei Shaojun
6113,Amy Wyss
1308,Jon Yarbrough
7629,Vladimir Yevtushenkov
2598,Charles Zegar
7420,Zhu Baoguo
9949,Saif Al Ghurair
6777,Syed Mokhtar Albukhary
5029,Miriam Baumann-Blocher
4935,Albert Berner
7108,Thomas Bruch
8566,Chang Yun Chung
8299,Kiat Chiaravanont
9325,Jean-Paul And Martine Clozel
2347,Benjamin De Rothschild
2277,James Dinan
9403,Charles Edelstenne
6118,Bernd Freier
8781,Bill Gross
8587,Jeffrey Gundlach
2572,Suat Gunsel
3526,Shmuel Harlap
6108,Roberto Hernandez Ramirez
2074,Johannes Kaercher
7263,Friedrich Knapp
7427,Lee Myung-Hee
2543,Lee Seo-Hyun
3801,Liang Jiankun
5957,Liao Long-Shing
9522,Lin Shu-Hong
4241,Yasseen Mansour
9933,David Nahmad
5658,Alexander Nesis
3080,Nandan Nilekani
9862,Ranjan Pai
4302,Park Hyeon-Joo
1879,Jennifer Pritzker
3089,Qiu Jianping
8088,Megdet Rahimkulov
2009,Vito Rodriguez Rodriguez
2799,Stephen Rubin
2225,Remo Ruffini
1369,Erik Selin
1759,Peter Sondakh
2331,Alan N. Trefler
3429,Tseng Shin-Yi
9430,Masateru Uno
8527,Wang Qingtao
6898,Evan Williams
1169,Gustav Magnar Witzoe
8625,Horst Wortmann
5094,Xiao Yongming
4929,Xie Zhikun
6804,Xue Xiangdong
9601,Yuan Yafei
2295,Robin Zeng
5439,Zhang Daocai
5256,Zhang Xuansong
5661,Zheng Yuewen
3626,Zhou Xiaoguang
3872,Susanne Zimmermann Von Siefart 
3040,Aras Agalarov
8312,Maurice Alter
2065,An Kang
7706,Alex Beard
5856,Nicolas Berggruen
4367,Vladimir Bogdanov
6565,Julio Bozano
2119,Anna Maria Braun
2066,Johanna Braun
1717,Karl Friedrich Braun
9248,Anand Burman
6788,Edouard Carmignac
6848,Chen Jianhua
9280,Cheung Yan
7852,Chung Mong-Joon
3564,Jack Cowin
4684,Cui Genliang
5084,Kommer Damen
2244,Diego Della Valle
1298,Dou Zhenggang
4394,N. Murray Edwards
7046,Gabriel Escarrer
7626,Clement Fayat
7425,James France
5147,Senapathy Gopalakrishnan
2546,David Harding
6549,Stewart Horejsi
9534,Huang Qisen
7187,Hamilton James
6703,John Kapoor
5093,William Lauder
3186,Li Zongsong
2406,Willy Michel
3901,Masahiro Noda
1226,Gregorio Perez Companc
5356,Linda Pritzker
8215,Qin Hui
9192,Matthias Reinhart
5638,Brian Roberts
6176,Alberto Roemmers
6041,Gerald Schwartz
9717,Thaksin Shinawatra
9841,William Stone
9000,Petter Stordalen
3926,Julia Stoschek
6249,Maximilian Stoschek
1128,Sun Shoukuan
9313,Ba Duong Tran
1556,Hamdi Ulukaya
1592,Wong Luen Hei
5397,Wu Yulan
2699,Xu Hang
8307,Yang Erzhu
1146,Yao Kuizhang
2829,Sheng Jian Zhong
9221,Marcel Adams
5023,"Herbert Allen, Jr."
7876,Michael Ashcroft
9929,Roman Avdeev
7207,Emilio Azcarraga Jean
4896,Sezai Bacaksiz
5531,Lesley Bamberger
4028,Angela Bennett
8380,Hubertus Benteler
3602,Ludwig Theodor Braun
7291,Nicola Bulgari
2764,Paolo Bulgari
5678,Chen Dejun
2227,Tony Chen
4027,Chen Xueli
8507,Luigi Cremonini
5629,Dominique Desseigne
3625,Sefik Yilmaz Dizdar
1010,Domenico Dolce
4077,Pavel Durov
8972,John Farber
1926,Robert Fisher
7458,William Fisher
8991,Stefano Gabbana
4611,Rolf Gerling
7071,Serge Godin
8211,Sergei Gordeev
5444,Mehmet Nazif Gunal
5478,Yusuf Hamied
2270,Gerry Harvey
2937,Timothy Headington
8424,Huang Chulong
2773,Huo Qinghua
8329,Devendra Jain
8589,Jiang Yintai
2505,"Jim Justice, Ii."
1328,Kim Jun-Ki
4973,William Koch
6817,Anthony Langley
4767,Marc Lasry
6382,Peter Leibinger
1767,Regine Leibinger
4011,Li San Yim
4024,David Lichtenstein
3494,Lim Oon Kuin
3877,Liu Ming Chung
1760,Ma Xiuhui
4190,Prayudh Mahagitsiri
4940,Anand Mahindra
6615,Kishore Mariwala
8363,Craig Mccaw
3459,Miguel Mckelvey
7634,Vincent Mcmahon
5563,David Mcmurtry
9262,Gary Michelson
1341,Massimo Moratti
6477,Farhad Moshiri
2706,Jerry Moyes
8669,Charles Munger
7753,Kerr Neilson
3177,Ou Zongrong
9499,Nihat Ozdemir
3896,Pan Weiming
2247,Park Yeon-Cha
1186,Nelson Peltz
8378,Roger Penske
3426,Qi Jinxing
7932,Qi Shi
2619,Theodore Rachmat
8016,Juan Maria Riberas Mera
6195,Vijay Shekhar Sharma
2657,Konstantin Strukov
2214,Henry Swieca
7527,Wichai Thongtang
8778,Torsten Toeller
1290,Roman Trotsenko
4166,Todd Wagner
2945,Wang Chaobin
7371,Wang Yanqing
3116,John Whittaker
2239,Wu Guangming
6876,Xu Qiming
6846,Zhang Xiaojuan
4355,Melih Abdulhayoglu
5122,Radhe Shyam Agarwal
1589,Mohamed Al Fayed
5668,Faisal Bin Qassim Al Thani
1033,William F. Austin
7592,Louis Bacon
3090,Achal Bakeri
8414,Othman Benjelloun
7312,William Berkley
2057,Aneel Bhusri
4790,O. Francis Biondi
9493,John Bloor
2851,David Booth
8387,Cai Wensheng
2755,Ahmet Calik
7520,Michel Chalhoub
5538,Chen Xiaoying
7146,Cho Jung-Ho
3655,Turgay Ciner
1345,Steve Conine
8924,Jacques D'Amours
9814,Robert Defares
2242,Alexander Dzhaparidze
4892,Stephen Feinberg
9387,Paul Foster
2966,Mario Gabelli
4039,Marcos Galperin
5911,Radhe Shyam Goenka
1229,Christopher Goldsbury
9240,Stelios Haji-Ioannou
3445,Ilkka Herlin
2754,Brian Higgins
2220,Stephen Jarislowsky
1725,Michael Jordan
8056,Kenji Kasahara
3280,Kim Taek-Jin
1351,Edward Lampert
8052,Thomas Lau
9578,Thai Lee
2661,Lei Jufang
7099,Li Li
7854,Li Liufa
5060,Liu Hanyuan
1525,Pier Luigi Loro Piana
6936,Billy Joe (Red) Mccombs
6483,Gian Marco Moratti
8082,Manuel Moroun
8546,Robert Mouawad
3661,Marius Nacht
3351,Ni Zugen
9495,Lirio Parisotto
6644,Karl-Johan Persson
1890,Tom Persson
5982,Dmitry Pumpyansky
6651,Ruan Shuilong
7749,Jean Salata
2591,Sheryl Sandberg
7904,Niraj Shah
4806,Shin Dong-Guk
3665,Ben Silbermann
2301,Charlotte Soderstrom
5824,Thomas Steyer
3037,Su Weizhong
3093,David Teoh
5670,Wang Jinshu
4628,Wang Yaohai
7134,Charlotte Colket Weber
6808,Wei Ing-Chou
7931,Yin-Chun Wei
2911,Wei Yin-Heng
1485,Wei Ying-Chiao
3544,Richard White
7163,Allan Wong
4926,Wong Kwong Yu
6300,Wu Jianshu
7253,Wu Xu
1230,Wu Xushun
8460,Luis Enrique Yarur Rey
1595,Albert Yeung
1678,Yu Rong
9054,Kostyantin Zhevago
1630,Zhou Chengjian
1077,Zhou Yaoting
9359,Zhuang Kuilong
8884,Jose Joao Abdalla Filho
2609,Khalifa Bin Butti Al Muhairi
9623,Folorunsho Alakija
7691,Bill Alfond
6676,Susan Alfond
5196,Ted Alfond
6286,Joy Alukkas
1626,Andrey Andreev
9592,Carol Jenkins Barnett
5263,Oleg Boyko
8384,Ana Maria Brescia Cafferata
2053,Binod Chaudhary
9515,Che Fengsheng
1028,Chen Qingzhou
5434,Richard Desmond
6139,Mohammed Dewji
3629,Carl Douglas
7678,Eric Douglas
9630,Bulent Eczacibasi
1384,Faruk Eczacibasi
3262,Martha Ford
2235,Yasuhiro Fukushima
8478,Reinold Geiger
3934,Saad Hariri
7544,Richard Hayne
1083,Ilona Herlin
7888,Asok Kumar Hiranandani
2339,Niranjan Hiranandani
1250,Huang Qiaoling
5882,Huang Zhuangmian
6973,Hal Jackman
1533,Anurang Jain
8809,Keeree Kanjanapas
6519,Kim Nam-Jung
3879,Seth Klarman
3039,Alexander Klyachin
4924,Yuriy Kosiuk
1998,Miguel Krigsner
6018,Lee Yin Yee
5299,Nicola Leibinger-Kammueller
6895,Li Weiwei
6472,William Li
4484,Li Yihai
7739,Li Yong
2040,Lin Ming-Hsiung
4610,Lou Zhongfu
3013,Low Tuck Kwong
1220,P.N.C. Menon
9537,Thomas Meyer
1889,Ezra Nahmad
7752,Judith Neilson
4904,Madeleine Olsson Ericksson
8821,Ou Zonghong
7166,Eren Ozmen
3323,Fatih Ozmen
1440,Jose Isaac Peres
7003,Mark Pincus
3441,Kevin Plank
9318,"Nicholas Pritzker, Ii."
5986,Que Wenbin
5515,Jorge Rodriguez Rodriguez
8827,Nobutada Saji
5123,Thomas Sandell
1513,Eddy Kusnadi Sariaatmadja
7434,Fayez Sarofim
9674,Monika Schoeller
5287,Antonio Luiz Seabra
9267,Yuri Shefler
9120,Rajju Shroff
3461,Frank Stronach
1619,Kevin Systrom
5512,Tang Hsiang-Chien
6248,Tang Jianfang
6982,Ning Tang
3572,Jim Thompson
6707,Jonathan Tisch
1698,Kenneth Tuchman
4942,Wim Van Der Leegte
2940,Shamsheer Vayalil
4902,Thongma Vijitpongpun
6962,Arkady Volozh
6881,Stefan Von Holtzbrinck
7638,Wang Jiufang
6282,Wong Hong King
4274,Ian Wood
5247,Xiao Chunhong
6343,Jacky Xu
7097,Zhang Hongwei
9726,Zhang Tao
2929,Anu Aga
3680,Farkhad Akhmedov
3172,Alberto Alcocer
2397,Bassam Alghanim
5502,Kutayba Alghanim
8121,Alexandra Andresen
1898,Katharina Andresen
4351,Vasily Anisimov
5710,Mori Arkin
7041,Nigel Austin
6844,Krishna Kumar Bangur
1286,Herb Chambers
6864,R.G. Chandramogan
2819,Chang Pyung-Soon
3387,Chao Teng-Hsiung
5886,Chen Liying
7875,Chen Tianqiao
1024,Henry Cheng
7783,Chey Ki-Won
2141,Chi Yufeng
6181,Chua Thian Poh
6381,Chung Yong-Jin
1694,Ciputra
3575,Alberto Cortina
4653,"Robert Coyiuto, Jr."
9390,Maria Del Pino Y Calvo-Sotelo
5890,K. Dinesh
1221,Du Weimin
2307,John Edson
6251,David Einhorn
5841,Bob Ell
4104,Gary Fegel
6395,Victor Fung
7635,William Fung
6375,Alan Gerry
8627,Balkrishan Goenka
1797,Polys Haji-Ioannou
4466,Mehmet Hattat
3155,J. Tomilson Hill
7574,Eduardo Hochschild
5020,Hoi Kin Hong
6106,Hur Young-In
4579,George Joseph
9173,Ronald Joyce
8333,T.S. Kalyanaraman
8398,Nimesh Kampani
7572,Eugene Kaspersky
3534,Viktor Kharitonin
8747,Pyotr Kondrashev
8156,Yuri Kovalchuk
7151,Kagemasa Kozuki
1983,Michael Krasny
2639,James Leininger
2760,Li Guoqiang
8014,Li Liangbin
4865,Liu Ko-Chen
6334,Anatoly Lomakin
8704,Ma Hong
3041,Gary Magness
2831,Youssef Mansour
5371,Strive Masiyiwa
7451,Dariusz Milek
9253,Nan Cunhui
2763,Dinesh Nandwana
1263,Oei Hong Leong
2978,Rubens Ometto Silveira Mello
3850,Ou Xueming
8936,Markus Persson
2116,Victor Pinchuk
2444,Alberto Prada
8665,Marina Prada
4707,Forrest Preston
4447,Jerry Reinsdorf
9236,Fernando Roig
7630,Subhash Runwal
8300,Yoshiyuki Sankai
1237,Kirill Shamalov
6938,Shin Dong-Bin
4325,Evgeny (Eugene) Shvidler
7895,Jasminder Singh
3854,Martua Sitorus
8385,Peter Sperling
9593,Jerzy Starak
8330,Manny Stul
9061,Su Rubo
4678,Fuat Tosyali
5907,Kenny Troutt
3447,Rufino Vigil Gonzalez
3930,Wang Jianfeng
1380,Wang Jing
6781,Wang Qunbin
9858,Dan Wilks
3645,Farris Wilks
5555,Thomas Wu
5898,Yi Zheng
2370,Yuan Fugen
5688,"Richard Yuengling, Jr."
5637,Gavril Yushvaev
9008,Zeng Kaitian
2936,Zhang Wanzhen
4639,Zhang Yubai
9957,Changpeng Zhao
9819,Zhou Yifeng
9271,Zhou Yongli
2432,Zhu Wenchen
9203,Ahmet Nazif Zorlu
3027,Len Ainsworth
1185,Edmund Ansin
2236,Markus Blocher
8422,Leonid Boguslavsky
3728,Jorge Horacio Brito
6120,Saket Burman
5712,Steve Case
2766,Jeffrey Cheah
4820,Bruce Cheng
9718,Cheng Xianfeng
2121,Ivan Chrenko
3373,Eduardo Cojuangco
1938,Brunello Cucinelli
7131,Darwin Deason
9099,Andrea Della Valle
2224,Jamie Dimon
8978,Charles Dunstone
8848,Bruce Flatt
5839,Fu Meicheng
7472,Soichiro Fukutake
8861,Don Gao
5716,Gao Yunfeng
9635,Anne Gittinger
2155,Clelia Haji-Ioannou
4936,John Hancock
4346,Ronnen Harary
3383,Ayman Hariri
7804,Fahd Hariri
4669,Surendra Hiranandani
1349,Alan Howard
2880,Hu Keqin
9670,Archie Hwang
5390,Irwin Jacobs
3139,Mitchell Jacobson
1320,Rana Kapoor
5080,Alexander Karp
8560,Raghuvinder Kataria
2314,Habil Khorakiwala
6736,Sidney Kimmel
2874,Andre Koo
4874,Koo Bon-Neung
8985,Andrei Kosogov
6568,Lee Ho-Jin
7255,Solomon Lew
2031,Rodney Lewis
5583,Li Jiaquan
9444,Lin Fanlian
8584,Lin Jianhua
9731,Lin Tianfu
1563,Louise Lindh
7252,Liu Baolin
9832,Jose Llado Fernandez-Urrutia
3519,Lu Di
7271,"Cargill Macmillan, Iii."
6335,John Macmillan
8134,Martha Macmillan
1458,William Macmillan
4620,Katarina Martinson
1881,Craig Newmark
4651,Bruce Nordstrom
1234,Pierre Karl Péladeau
4553,David Penaloza Alanis
1997,Andreas Pohl
7349,"Reinfried Pohl, Jr."
5030,Mahendra Prasad
1498,Anton Rabie
8044,Bianca Rinehart
8204,Ginia Rinehart
7320,Alexander Rovt
9458,Lily Safra
5611,Deniz Sahenk
3944,Karin Schick
7138,Leonard Schleifer
3307,Dieter Schnabel
7267,Bhadresh Shah
1511,Shao Qinxiang
9222,Eric Ya Shen
5640,Nobutoshi Shimamura
9700,Shum Chiu Hung
3738,Helmut Sohmen
4843,Sun Qinghuan
8475,Sun Yinhuan
1853,Djoko Susanto
4174,Erol Tabanca
1883,Alexander Tedja
4972,Wilma Tisch
6935,Ayhan Tosyali
8267,Fatih Tosyali
3741,Tran Dinh Long
9422,Tsai Ming-Kai
8327,Pavel Tykac
8764,Jayshree Ullal
5529,Wan Long
6998,Wang Muqing
3752,Wang Yong
7051,Hope Welker
7106,Wen Yibo
7398,Stephen T. Winn
7405,Gordon Wu
9963,Wu Lanlan
4334,Xu Ziquan
1405,Yang Meirong
1172,Yang Tingdong
4084,You Xiaoping
6002,Yu Peidi
2162,Yu Qibing
3125,Yu Yunxin
4645,Zan Shengda
8994,Zhang Guiping
5004,Zhao Weiguo
6426,Zheng Jianjiang
3432,Hamad Bin Jassim Bin Jaber Al Thani
1181,Fawzi Al-Kharafi
7482,Mohannad Al-Kharafi
4960,Isak Andic
6960,Marc Andreessen
1777,Jose Maria Aristrain
4019,Thomas Bailey
9988,Harindarpal Banga
7831,Elena Baturina
2072,Eduardo Belmont Anderson
5679,Tomasz Biernacki
9607,Zadik Bino
8855,Brett Blundy
9823,Henadiy Boholyubov
3191,Charles Brandes
3839,Amit Burman
2629,Cai Dongqing
6931,Chen Bo
8418,Cheng Wei
8856,Phongthep Chiaravanont
7911,Kochouseph Chittilappilly
3869,Chu Jinfu
3911,Eduardo Costantini
3289,Sol Daurella
5681,Philip Day
7449,D. Leopoldo Del Pino Y Calvo-Sotelo
1490,Norbert Dentressangle
3832,Beda Diethelm
7093,Mark Dixon
1597,Henry Engelhardt
3363,Fang Hongbo
4937,Gleb Fetisov
5225,Donald Foss
1687,Robert Friedland
7222,Donald Friese
3368,Fu Guangming
4564,Dan Gertler
9663,Dennis Gillings
1738,Ryan Graves
5933,Gu Wei
7258,Alfredo Harp Helu
5504,Gudrun Heine
3453,Francis Holder
9308,Hong Seok-Joh
6987,Douglas Hsu
7639,Huang Jianrong
5859,"B. Wayne Hughes, Jr."
8081,Daisy Igel
7000,Thomas James
2114,Jiang Ganjun
5041,Jiang Zhaobai
8975,Jin Huiming
7643,Ajay Kalsi
9091,Helga Kellerhals
8900,King Pak Fu
1989,Sergei Kolesnikov
9553,Hemendra Kothari
6887,Eiichi Kuriwada
2509,Guy Laliberté
2636,Lee Hae-Jin
7715,Michael Lee-Chin
5719,Li Guangyu
6281,Li Jun
1822,Li Rucheng
7782,Li Xuhui
6352,Lim Wee Chai
7378,Liu Jiang
3991,Liu Xuejing
3828,Liu Zhenguo
6000,Lo Ka Shui
5171,Lo Siu-Tong
5598,Tobi Lutke
1227,Ma Yunsheng
4527,Ziyavudin Magomedov
1100,Ana Maria Marcondes Penido Sant'Anna
3906,Terence (Terry) Matthews
1108,Gail Miller
2267,Andrei Molchanov
1551,Ni Zhaoxing
7275,Kentaro Ogawa
3607,Erik Paulsson
6726,Peng Hao
5817,Stefan Pierer
4941,Michael Price
2207,Clayton Riddell
1057,Boris Rotenberg
5557,Igor Rybakov
9261,Stephen Saad
8710,K. Rai Sahi
5456,Airat Shaimiev
6407,Radik Shaimiev
7330,Shang Jiyong
4390,Mikhail Shelkov
7175,S.D. Shibulal
4441,Ron Sim
4895,Leonid Simanovsky
4543,Basudeo Singh
6391,Samprada Singh
3003,Terry Snow
1874,Lynsi Snyder
3543,Sybill Storz
8766,Harjo Sutanto
9951,Yoshikazu Tanaka
4497,Mehmet Sinan Tara
8058,Rit Thirakomen
6097,Tian Ming
5306,Ion Tiriac
4043,Ivar Tollefsen
9671,Mustafa Latif Topbas
9842,Thomas Tull
1773,John Van Lieshout
5524,Wang Han
3772,Wang Junjin
3999,Wang Wenbiao
8774,"Alfred West, Jr."
8365,Wu Daohong
3755,Wu Yiling
8847,Xiu Laigui
6841,Xu Xiong
1397,Xu Xudong
7583,Xue Hua
4143,Vadim Yakunin
3472,Yan Yude
9793,Yang Keng
1946,Yang Shaopeng
7141,Zhang Cheng Fei
3851,Zhang Jingzhang
9237,Zhang Keqiang
3230,Zhang Xuanning
7972,Zhang Zhangsun
6163,Zhou Bajin
6723,Zhou Wenyu
1098,William Ackman
6293,Soegiarto Adikoesoemo
8606,Ali Ibrahim Agaoglu
5728,Hamdi Akin
8286,Chirayu Amin
4068,Mehmet Aydinlar
3836,Emanuella Barilla
2606,Guido Barilla
8247,Luca Barilla
3683,Paolo Barilla
8280,Mehmet Rustu Basaran
3102,J. Hyatt Brown
2923,Bu Yang
1246,Hideyuki Busujima
8150,Cai Rongjun
6654,Cai Xiaoru
1834,Delfin Jorge Ezequiel Carballo
4600,Chen Jinshi
3510,Chen Qixing
8883,Chen Shiliang
8866,Chen Xiaxin
8836,Manas Chiaravanond
4599,Yupa Chiaravanond
3780,Prathip Chiravanond
5549,Gustavo Cisneros
2965,Sandor Csanyi
6800,Cui Lijie
7820,Dang Yanbao
3871,Bharat Desai
3052,Joseph Edelman
4506,Wolfgang Egger
5092,Andrei Filatov
7213,Paul Fireman
7864,J. Christopher Flowers
9364,Fu Kwan
5902,Sheela Gautam
8208,Drew Houston
2007,Huang Shilin
8832,Huang Wen Tsai
1180,Mohammed Ibrahim
9821,Hiroshi Ishibashi
3967,Bent Jensen
9754,Chatchai Kaewbootta
9478,Jonas Kamprad
7640,Mathias Kamprad
9355,Peter Kamprad
7652,Madhu Kapur
8497,Richard Kayne
8171,Vladimir Kogan
1360,Koh Wee Meng
8004,Koo Bon-Joon
2540,Lam Lung On
3594,Isaac Larian
3314,Frank Laukien
6305,Lee Joon-Ho
2521,Lee Sang-Hyuk
6029,Nancy Lerner
9246,Norma Lerner
5885,Randolph Lerner
4569,David Xueling Li
5581,Li Tan
8051,Li Weiguo
7353,Liang Feng
8032,Liang Guangwei
6764,Liang Shezeng
4623,Liao Chang
1621,Jenny Lindén Urnes
8946,Liu Zhendong
6793,Liu Zhiqiang
4508,Jonathan Lu
5484,William Macaulay
4209,John Martin
9010,Yves-Loic Martin
4459,Satish Mehta
4556,Nikita Mishin
2611,Konstantin Nikolaev
1544,Simon Nixon
5544,Michael O'Leary
2783,Liora Ofer
7370,Roberto Ongpin
1800,Niti Osathanugrah
9272,Frank Otto
1635,Gretel Packer
9722,Alberto Palatchi
6264,Peng Jianhu
9067,Lucy Peng
2319,Andrei Rappoport
2219,Andrea Reimann-Ciardelli
5049,Igor Rotenberg
2181,Alan Rydge
6206,Chris Sacca
2602,Alexander Samwer
6429,Marc Samwer
8550,Oliver Samwer
7411,Neil Shen
7594,Albert Shigaboutdinov
4939,Shin Dong-Joo
1847,Yoshiko Shinohara
1206,Analjit Singh
1333,Stephen Smith
4492,Michael Steinhardt
6263,Svein Stole
3248,Rustem Sulteev
5034,Julio Patricio Supervielle
4476,Min-Liang Tan
2372,Hary Tanoesoedibjo
9968,Sukanto Tanoto
5073,Tiong Hiew King
1686,Laurie Tisch
9488,Steven Tisch
6325,James Truchard
1807,Vardis Vardinoyannis
8578,Murat Vargi
6567,Wan Lianbu
2086,Wang Miaotong
8318,Wang Zhenghua
8902,Wen Jianping
8788,Myron Wentz
3395,Xia Zuoquan
3207,Swift Xie
1652,Yao Jinbo
2673,Fatma Tuba Yazici
2567,Zhang Zhirong
8833,Zhao Yan
7070,Zhou Zongwen
1457,Raamdeo Agrawal
7843,Maurizio Billi
5428,Sara Blakely
7732,Pete Bodharamik
4957,Cao Kejian
6641,Morris Chang
2140,Richard Chang
8243,Chen Jianming
5652,Cho Yang-Rai
3001,Yvon Chouinard
9873,Eduard Chukhlebov
7262,Jack Cockwell
2483,John Collison
5807,Patrick Collison
7907,Henry Davis
