id,Sector,Company,Worth(BUSD)
1308,Gambling & Casinos,video games,2.0
6113,Healthcare,medical equipment,2.0
4963,Real Estate,real estate,2.0
8482,Manufacturing,tires,2.0
3778,Energy,"oil & gas, investments",2.0
3263,Food and Beverage,energy drinks,2.0
5694,Food and Beverage,Cargill,2.0
4679,Fashion & Retail,cosmetics,2.0
7589,Real Estate,"utilities, real estate",2.0
6314,Food and Beverage,Cargill,2.0
3676,Finance and Investments,investments,2.0
8122,Food and Beverage,energy drinks,2.0
8581,Sports,Philadelphia Eagles,2.0
7420,Healthcare,pharmaceuticals,2.0
7836,Diversified,diversified,2.0
8548,Healthcare,medical technology,2.0
3468,Energy,coal,2.0
9661,Technology,"Netscape, investments",2.0
9944,Real Estate,real estate,2.0
6899,Food and Beverage,consumer goods,2.0
2417,Finance and Investments,"supermarkets, investments",2.0
8203,Healthcare,medical technology,2.0
4759,Healthcare,medical technology,2.0
3735,Healthcare,pharmaceuticals,2.0
3533,Manufacturing,"metals, mining",2.0
2732,Diversified,investments,2.0
3136,Diversified,pharmaceuticals,2.0
3515,Food and Beverage,Slim-Fast,2.0
4444,Diversified,diversified,2.0
5613,Healthcare,biotech,2.0
9640,Food and Beverage,Cargill,2.0
5837,Energy,oil & gas,2.0
1954,Automotive,auto parts,2.0
8468,Automotive,auto distribution,2.0
6542,Finance and Investments,hedge funds,2.0
5419,Construction & Engineering,engineering,2.0
9530,Diversified,"food products, entertainment",2.0
3162,Finance and Investments,hedge funds,2.0
9485,Finance and Investments,private equity,2.0
9312,Healthcare,pharmaceuticals,2.0
1032,Service,"computer services, tourism",2.0
7984,Healthcare,pharmaceuticals,2.0
8432,Diversified,banking,2.0
1084,Finance and Investments,insurance,2.0
2400,Food and Beverage,frozen foods,2.0
1743,Finance and Investments,insurance,2.0
2939,Fashion & Retail,consumer goods,2.0
2787,Healthcare,pharmaceuticals,2.0
2225,Fashion & Retail,winter jackets,1.9
9430,Fashion & Retail,drugstores,1.9
3429,Manufacturing,petrochemicals,1.9
2331,Technology,software,1.9
1759,Finance and Investments,investments,1.9
1369,Real Estate,real estate,1.9
2009,Diversified,processed milk,1.9
2799,Fashion & Retail,sports apparel,1.9
8088,Finance and Investments,investments,1.9
3089,Manufacturing,hand tools,1.9
6898,Technology,Twitter,1.9
1879,Service,"hotels, investments",1.9
8527,Metals & Mining,steel smelting,1.9
5439,Diversified,valves,1.9
1169,Food and Beverage,fish farming,1.9
8625,Fashion & Retail,footwear,1.9
5094,Diversified,fertilizer,1.9
4929,Finance and Investments,investments,1.9
6804,Technology,software,1.9
9601,Fashion & Retail,"retail, investments",1.9
2295,Energy,batteries,1.9
5256,Fashion & Retail,supermarket,1.9
5661,Diversified,investments,1.9
3626,Real Estate,real estate,1.9
3872,Manufacturing,"vacuums, home cleaning products",1.9
9862,Service,education,1.9
4302,Finance and Investments,mutual funds,1.9
4241,Diversified,diversified,1.9
3080,Technology,software services,1.9
8781,Finance and Investments,investments,1.9
9949,Diversified,diversified,1.9
5658,Finance and Investments,"metals, banking, fertilizers",1.9
6777,Diversified,"engineering, energy, construction",1.9
5029,Manufacturing,chemicals,1.9
4935,Manufacturing,fasteners,1.9
7108,Fashion & Retail,retail,1.9
8566,Logistics,shipping,1.9
8299,Diversified,diversified,1.9
2347,Finance and Investments,banking,1.9
2277,Finance and Investments,hedge funds,1.9
9403,Manufacturing,aviation,1.9
6118,Fashion & Retail,fashion retail,1.9
9325,Healthcare,pharmaceuticals,1.9
8587,Finance and Investments,investments,1.9
7427,Fashion & Retail,retail,1.9
9933,Fashion & Retail,art collection,1.9
2572,Real Estate,"real estate, education",1.9
9522,Manufacturing,petrochemicals,1.9
5957,Manufacturing,petrochemicals,1.9
2543,Diversified,"computer services, tourism",1.9
3801,Metals & Mining,cobalt mining,1.9
7263,Fashion & Retail,fashion retail,1.9
2074,Manufacturing,"vacuums, cleaning products",1.9
6108,Finance and Investments,banking,1.9
3526,Automotive,automotive,1.9
5356,Service,"hotels, investments",1.8
6041,Finance and Investments,finance,1.8
6176,Healthcare,pharmaceuticals,1.8
5638,Service,Comcast,1.8
9192,Finance and Investments,finance,1.8
8215,Media & Entertainment,movie theaters,1.8
5093,Fashion & Retail,Estee Lauder,1.8
1226,Energy,oil & gas,1.8
3901,Technology,software,1.8
2406,Healthcare,medical devices,1.8
3186,Healthcare,pharmaceuticals,1.8
9841,Technology,software,1.8
9717,Finance and Investments,investments,1.8
2829,Real Estate,real estate,1.8
9000,Service,hotels,1.8
3926,Automotive,auto parts,1.8
6249,Automotive,auto parts,1.8
1128,Manufacturing,metals. coal,1.8
9313,Automotive,automotive,1.8
1556,Food and Beverage,greek yogurt,1.8
1592,Manufacturing,building materials,1.8
5397,Healthcare,pharmaceuticals,1.8
2699,Healthcare,medical devices,1.8
8307,Real Estate,real estate,1.8
1146,Food and Beverage,beverages,1.8
7187,Finance and Investments,investments,1.8
6703,Healthcare,healthcare,1.8
7706,Metals & Mining,"mining, commodities",1.8
9534,Real Estate,real estate,1.8
9280,Manufacturing,paper manufacturing,1.8
6549,Finance and Investments,Berkshire Hathaway,1.8
3040,Fashion & Retail,real estate,1.8
8312,Real Estate,real estate,1.8
2065,Healthcare,pharmaceuticals,1.8
4367,Energy,oil,1.8
6565,Finance and Investments,banking,1.8
2119,Healthcare,medical technology,1.8
2066,Healthcare,medical technology,1.8
1717,Healthcare,medical technology,1.8
9248,Food and Beverage,consumer goods,1.8
6788,Finance and Investments,asset management,1.8
6848,Manufacturing,chemicals,1.8
5856,Finance and Investments,investments,1.8
7852,Manufacturing,"shipbuilding, industrial machines",1.8
7046,Service,hotels,1.8
2546,Finance and Investments,finance,1.8
3564,Food and Beverage,fast food,1.8
5147,Technology,software services,1.8
7626,Construction & Engineering,construction,1.8
7425,Sports,"Nascar, racing",1.8
4394,Energy,oil & gas,1.8
1298,Diversified,"energy, chemicals",1.8
2244,Fashion & Retail,shoes,1.8
5084,Manufacturing,shipbuilding,1.8
4684,Manufacturing,electric components,1.8
9499,Diversified,diversified,1.7
5563,Manufacturing,manufacturing,1.7
3177,Real Estate,real estate,1.7
7753,Finance and Investments,investment,1.7
8669,Finance and Investments,Berkshire Hathaway,1.7
2706,Logistics,Transportation,1.7
6477,Diversified,diversified,1.7
1341,Energy,oil refinery,1.7
9262,Healthcare,medical patents,1.7
4940,Automotive,automobiles,1.7
7634,Sports,wrestling,1.7
3459,Real Estate,WeWork,1.7
8363,Telecom,telecom,1.7
6615,Food and Beverage,consumer goods,1.7
4190,Food and Beverage,"coffee, shipping",1.7
1760,Manufacturing,LED lighting,1.7
3877,Manufacturing,paper manufacturing,1.7
3494,Energy,oil trading,1.7
2247,Manufacturing,sneakers,1.7
3896,Real Estate,real estate,1.7
4166,Media & Entertainment,online media,1.7
1186,Finance and Investments,investments,1.7
8378,Automotive,cars,1.7
4011,Manufacturing,construction equipment,1.7
6846,Logistics,logistics,1.7
6876,Diversified,"food, art",1.7
2239,Healthcare,medical equipment,1.7
3116,Real Estate,real estate,1.7
7371,Manufacturing,electrical equipment,1.7
2945,Real Estate,real estate,1.7
1290,Logistics,"transport, engineering, real estate",1.7
8778,Fashion & Retail,pet food,1.7
7527,Real Estate,investments,1.7
2214,Finance and Investments,hedge funds,1.7
2657,Metals & Mining,"gold, coal mining",1.7
6195,Service,financial technology,1.7
8016,Metals & Mining,steel,1.7
2619,Diversified,diversified,1.7
7932,Technology,financial information,1.7
3426,Real Estate,real estate,1.7
4024,Real Estate,real estate,1.7
8991,Fashion & Retail,luxury goods,1.7
1767,Manufacturing,machine tools,1.7
7291,Fashion & Retail,luxury goods,1.7
1010,Fashion & Retail,luxury goods,1.7
3625,Fashion & Retail,fashion retail,1.7
5629,Gambling & Casinos,casinos,1.7
8507,Food and Beverage,meat processing,1.7
4027,Healthcare,pharmaceuticals,1.7
2227,Technology,eletronics,1.7
5678,Logistics,package delivery,1.7
2764,Fashion & Retail,luxury goods,1.7
3602,Healthcare,medical technology,1.7
8972,Manufacturing,chemicals,1.7
8380,Automotive,auto parts,1.7
4028,Metals & Mining,mining,1.7
5531,Real Estate,real estate,1.7
4896,Diversified,diversified,1.7
7207,Media & Entertainment,TV broadcasting,1.7
9929,Finance and Investments,"banking, development",1.7
7876,Finance and Investments,security,1.7
5023,Finance and Investments,investment banking,1.7
4077,Technology,messaging app,1.7
6382,Manufacturing,machine tools,1.7
1926,Service,Gap,1.7
8424,Real Estate,real estate,1.7
7458,Fashion & Retail,Gap,1.7
4767,Finance and Investments,hedge funds,1.7
6817,Diversified,manufacturing,1.7
4973,Energy,"oil, investments",1.7
1328,Diversified,diversified,1.7
8589,Automotive,auto parts,1.7
8329,Manufacturing,chemicals,1.7
2773,Energy,coal,1.7
2505,Metals & Mining,coal,1.7
2937,Energy,"oil & gas, investments",1.7
5478,Healthcare,pharmaceuticals,1.7
9221,Real Estate,real estate,1.7
5444,Diversified,"tourism, construction",1.7
8211,Real Estate,real estate,1.7
7071,Technology,information technology,1.7
4611,Finance and Investments,insurance,1.7
2270,Fashion & Retail,retail,1.7
4806,Healthcare,Pharmaceuticals,1.6
2591,Technology,Facebook,1.6
7904,Technology,online retail,1.6
3037,Energy,"oil, fertilizers",1.6
3665,Technology,Pinterest,1.6
2301,Fashion & Retail,H&M,1.6
5824,Finance and Investments,hedge funds,1.6
6651,Manufacturing,chemicals,1.6
7749,Finance and Investments,finance,1.6
6483,Energy,oil refinery,1.6
5982,Metals & Mining,steel pipes,1.6
1890,Fashion & Retail,H&M,1.6
6644,Fashion & Retail,H&M,1.6
9495,Finance and Investments,investments,1.6
3351,Manufacturing,appliances,1.6
3661,Technology,software,1.6
8546,Service,fine jewelry,1.6
8082,Logistics,transportation,1.6
5670,Manufacturing,chemicals,1.6
3093,Telecom,telecoms,1.6
4926,Fashion & Retail,retail,1.6
4628,Technology,lighting,1.6
7134,Food and Beverage,Campbell Soup,1.6
5060,Food and Beverage,agribusiness,1.6
9359,Manufacturing,polyester,1.6
1077,Diversified,"apparel, real estate",1.6
1630,Fashion & Retail,fashion retail,1.6
9054,Metals & Mining,mining,1.6
1678,Healthcare,health clinics,1.6
1595,Diversified,"real estate, retail",1.6
8460,Finance and Investments,banking,1.6
1230,Diversified,"internet, auto parts",1.6
7253,Real Estate,real estate,1.6
6300,Automotive,auto parts,1.6
7163,Manufacturing,electronics,1.6
3544,Technology,software,1.6
1485,Food and Beverage,"food, beverages",1.6
2911,Food and Beverage,"food, beverages",1.6
7931,Food and Beverage,"food, beverages",1.6
6808,Food and Beverage,"food, beverages",1.6
6936,Diversified,"real estate, oil, cars, sports",1.6
1525,Fashion & Retail,fashion,1.6
7854,Diversified,"steel, diversified",1.6
2057,Technology,business software,1.6
3655,Diversified,diversified,1.6
7146,Finance and Investments,finance,1.6
5538,Logistics,package delivery,1.6
7520,Fashion & Retail,retail,1.6
2755,Diversified,"energy, banking, construction",1.6
8387,Technology,photo sharing app,1.6
2851,Finance and Investments,mutual funds,1.6
4790,Finance and Investments,hedge funds,1.6
7312,Finance and Investments,insurance,1.6
8924,Fashion & Retail,retail,1.6
8414,Finance and Investments,"banking, insurance",1.6
3090,Manufacturing,air coolers,1.6
7592,Finance and Investments,hedge funds,1.6
1033,Manufacturing,hearing aids,1.6
5668,Diversified,"hotels, diversified",1.6
1589,Fashion & Retail,"retail, investments",1.6
5122,Fashion & Retail,consumer goods,1.6
4355,Technology,internet security,1.6
1345,Technology,online retail,1.6
9493,Diversified,"real estate, manufacturing",1.6
9814,Finance and Investments,electronic trading,1.6
2754,Finance and Investments,hedge funds,1.6
7099,Healthcare,pharmaceuticals,1.6
2242,Energy,oil services,1.6
2661,Healthcare,pharmaceuticals,1.6
9578,Technology,IT provider,1.6
8052,Fashion & Retail,department stores,1.6
1351,Finance and Investments,Sears,1.6
8056,Technology,social network,1.6
1725,Sports,"Charlotte Hornets, endorsements",1.6
2220,Finance and Investments,money management,1.6
3280,Gambling & Casinos,online games,1.6
3445,Manufacturing,"elevators, escalators",1.6
9240,Service,EasyJet,1.6
4892,Finance and Investments,private equity,1.6
1229,Food and Beverage,salsa,1.6
5911,Fashion & Retail,consumer goods,1.6
4039,Technology,e-commerce,1.6
2966,Finance and Investments,money management,1.6
9387,Energy,oil refining,1.6
8827,Food and Beverage,beverages,1.5
9318,Service,"hotels, investments",1.5
5986,Healthcare,pharmaceuticals,1.5
5515,Diversified,processed milk,1.5
7434,Finance and Investments,money management,1.5
5123,Finance and Investments,hedge funds,1.5
1513,Media & Entertainment,"media, tech",1.5
9674,Media & Entertainment,publishing,1.5
7003,Technology,online games,1.5
3441,Fashion & Retail,Under Armour,1.5
1220,Real Estate,real estate,1.5
1440,Real Estate,shopping malls,1.5
3323,Manufacturing,aerospace,1.5
7166,Manufacturing,aerospace,1.5
8821,Real Estate,real estate,1.5
4904,Diversified,diversified,1.5
7752,Finance and Investments,investments,1.5
1889,Finance and Investments,art,1.5
9537,Fashion & Retail,apparel retailer,1.5
9267,Food and Beverage,alcohol,1.5
5287,Fashion & Retail,cosmetics,1.5
7097,Diversified,"oil, banking",1.5
9120,Manufacturing,agrochemicals,1.5
3461,Automotive,auto parts,1.5
9726,Fashion & Retail,e-commerce,1.5
4610,Real Estate,real estate,1.5
6343,Fashion & Retail,apparel,1.5
5247,Real Estate,real estate,1.5
4274,Energy,energy services,1.5
6282,Real Estate,real estate,1.5
7638,Real Estate,real estate,1.5
6881,Media & Entertainment,publishing,1.5
6962,Media & Entertainment,search engine,1.5
4902,Real Estate,real estate,1.5
2940,Healthcare,healthcare,1.5
4942,Manufacturing,manufacturing,1.5
1698,Service,outsourcing,1.5
6707,Diversified,"insurance, NFL team",1.5
3572,Logistics,logistics,1.5
6982,Finance and Investments,online lending,1.5
6248,Food and Beverage,packaged foods,1.5
5512,Manufacturing,"textiles, electronics",1.5
1619,Technology,Instagram,1.5
3013,Energy,coal,1.5
9592,Food and Beverage,Publix supermarkets,1.5
2040,Fashion & Retail,supermarkets,1.5
2235,Media & Entertainment,video games,1.5
1384,Diversified,"pharmaceuticals, diversified",1.5
9630,Diversified,"pharmaceuticals, diversified",1.5
7678,Diversified,investments,1.5
3629,Diversified,investments,1.5
6139,Diversified,diversified,1.5
5434,Media & Entertainment,publishing,1.5
1028,Telecom,communications equipment,1.5
9515,Healthcare,pharmaceuticals,1.5
2053,Diversified,diversified,1.5
8384,Diversified,"mining, banking",1.5
1626,Technology,online dating,1.5
6286,Fashion & Retail,jewelry,1.5
5196,Fashion & Retail,shoes,1.5
6676,Fashion & Retail,shoes,1.5
7691,Fashion & Retail,shoes,1.5
9623,Energy,oil,1.5
2609,Diversified,"hospitals, investments",1.5
8884,Finance and Investments,investments,1.5
7739,Manufacturing,chemicals,1.5
3262,Automotive,Ford Motor,1.5
5263,Diversified,diversified,1.5
8478,Fashion & Retail,beauty products,1.5
6519,Food and Beverage,food,1.5
4484,Healthcare,pharmaceuticals,1.5
3934,Construction & Engineering,"construction, investments",1.5
6472,Automotive,automobiles,1.5
6895,Technology,online games,1.5
5299,Manufacturing,manufacturing,1.5
6018,Manufacturing,glass,1.5
4924,Food and Beverage,agriculture,1.5
3039,Real Estate,real estate,1.5
3879,Finance and Investments,investments,1.5
1998,Fashion & Retail,cosmetics,1.5
1533,Manufacturing,auto parts,1.5
6973,Finance and Investments,"insurance, investments",1.5
5882,Logistics,logistics,1.5
1250,Media & Entertainment,amusement parks,1.5
2339,Real Estate,real estate,1.5
7888,Real Estate,real estate,1.5
8809,Real Estate,transportation,1.5
1083,Manufacturing,"elevators, escalators",1.5
7544,Fashion & Retail,Urban Outfitters,1.5
4325,Energy,"oil & gas, investments",1.4
9236,Fashion & Retail,supermarkets,1.4
2444,Fashion & Retail,luxury goods,1.4
8665,Fashion & Retail,luxury goods,1.4
4707,Healthcare,health care,1.4
4447,Sports,sports teams,1.4
1237,Energy,petrochemicals,1.4
7630,Real Estate,real estate,1.4
8300,Technology,robotics,1.4
6938,Fashion & Retail,retail,1.4
8936,Media & Entertainment,computer games,1.4
2116,Metals & Mining,"steel pipes, diversified",1.4
8704,Fashion & Retail,fashion retail,1.4
3850,Real Estate,real estate,1.4
2978,Energy,"sugar, ethanol",1.4
1263,Finance and Investments,investments,1.4
2763,Technology,software services,1.4
9253,Manufacturing,power equipment,1.4
7451,Fashion & Retail,"real estate, retail",1.4
5371,Telecom,telecom,1.4
2831,Diversified,diversified,1.4
3041,Media & Entertainment,"cable TV, investments",1.4
6334,Metals & Mining,investments,1.4
4865,Technology,Manufacturing,1.4
3854,Manufacturing,palm oil,1.4
7895,Real Estate,hotels,1.4
9957,Finance and Investments,cryptocurrency,1.4
8385,Service,education,1.4
9593,Healthcare,pharmaceuticals,1.4
9203,Diversified,diversified,1.4
2432,Healthcare,pharmaceuticals,1.4
9271,Manufacturing,conglomerate,1.4
9819,Manufacturing,chemicals,1.4
4639,Food and Beverage,wine,1.4
2936,Manufacturing,electronic components,1.4
9008,Technology,online games,1.4
5637,Finance and Investments,"precious metals, real estate",1.4
5688,Food and Beverage,beer,1.4
2370,Manufacturing,metal processing,1.4
5898,Technology,software,1.4
5555,Finance and Investments,finance,1.4
3645,Energy,natural gas,1.4
9858,Energy,natural gas,1.4
6781,Diversified,conglomerate,1.4
1380,Telecom,telecom services,1.4
3930,Automotive,auto parts,1.4
3447,Metals & Mining,steel,1.4
5907,Telecom,telecom,1.4
2760,Automotive,auto dealerships,1.4
4678,Metals & Mining,steel,1.4
9061,Real Estate,real estate,1.4
8330,Manufacturing,toys,1.4
8014,Manufacturing,lithium,1.4
6181,Real Estate,real estate,1.4
2639,Healthcare,medical products,1.4
9390,Construction & Engineering,construction,1.4
3575,Finance and Investments,investments,1.4
1694,Real Estate,real estate,1.4
6381,Fashion & Retail,retail,1.4
2141,Technology,software,1.4
7783,Technology,"computer services, telecom",1.4
1024,Diversified,property,1.4
7875,Technology,online games,1.4
5886,Logistics,package delivery,1.4
3387,Real Estate,real estate,1.4
2819,Service,educational services,1.4
1286,Automotive,car dealerships,1.4
6844,Manufacturing,graphite electrodes,1.4
7041,Fashion & Retail,retailing,1.4
5710,Healthcare,pharmaceuticals,1.4
4351,Metals & Mining,real estate,1.4
1898,Diversified,investments,1.4
8121,Diversified,investments,1.4
5502,Diversified,diversified,1.4
2397,Diversified,diversified,1.4
3172,Finance and Investments,investments,1.4
3680,Energy,investments,1.4
2929,Construction & Engineering,engineering,1.4
1983,Technology,retail,1.4
4653,Energy,power,1.4
6864,Food and Beverage,dairy,1.4
5890,Technology,software services,1.4
7574,Metals & Mining,mining,1.4
1221,Healthcare,vaccines,1.4
7151,Technology,video games,1.4
8156,Finance and Investments,"banking, insurance, media",1.4
8747,Manufacturing,investments,1.4
3534,Healthcare,pharmaceuticals,1.4
7572,Technology,software,1.4
8398,Finance and Investments,investment banking,1.4
9173,Food and Beverage,coffee chain,1.4
4579,Finance and Investments,insurance,1.4
6106,Food and Beverage,"bakeries, fast food",1.4
5020,Real Estate,real estate,1.4
8333,Fashion & Retail,jewelry,1.4
3155,Finance and Investments,investments,1.4
7635,Fashion & Retail,sourcing,1.4
6251,Finance and Investments,hedge funds,1.4
5841,Construction & Engineering,real estate,1.4
4104,Metals & Mining,"commodities, investments",1.4
6395,Logistics,trading company,1.4
2307,Manufacturing,leisure craft,1.4
6375,Media & Entertainment,cable television,1.4
8627,Manufacturing,textiles,1.4
1797,Service,EasyJet,1.4
4466,Diversified,diversified,1.4
5640,Fashion & Retail,retail,1.3
7138,Healthcare,pharmaceuticals,1.3
3307,Manufacturing,chemicals,1.3
7267,Manufacturing,engineering,1.3
1511,Manufacturing,diversified,1.3
9222,Technology,online apparel retail,1.3
3738,Logistics,shipping,1.3
9700,Real Estate,real estate,1.3
5611,Diversified,diversified,1.3
4843,Technology,lighting,1.3
8475,Real Estate,real estate,1.3
1853,Fashion & Retail,supermarkets,1.3
3944,Technology,information technology,1.3
4620,Diversified,investments,1.3
9458,Finance and Investments,banking,1.3
7320,Manufacturing,"fertilizer, real estate",1.3
8204,Metals & Mining,trust fund,1.3
8044,Metals & Mining,trust fund,1.3
1498,Manufacturing,toys,1.3
5030,Healthcare,pharmaceuticals,1.3
7349,Finance and Investments,mutual funds,1.3
4553,Construction & Engineering,toll roads,1.3
1234,Media & Entertainment,media,1.3
4651,Fashion & Retail,Nordstrom department stores,1.3
1881,Technology,Craigslist,1.3
1883,Real Estate,real estate,1.3
4174,Construction & Engineering,Construction,1.3
6426,Manufacturing,electrical equipment,1.3
4972,Finance and Investments,diversified,1.3
9963,Manufacturing,packaging,1.3
8134,Food and Beverage,Cargill,1.3
5004,Technology,IT products,1.3
8994,Real Estate,real estate,1.3
4645,Diversified,diversified,1.3
3125,Fashion & Retail,costume jewelry,1.3
2162,Manufacturing,glass,1.3
6002,Real Estate,real estate,1.3
4084,Manufacturing,"chemicals, spandex",1.3
1172,Food and Beverage,brewery,1.3
1405,Service,education,1.3
4334,Technology,software,1.3
7405,Real Estate,real estate,1.3
6935,Metals & Mining,steel,1.3
7398,Real Estate,real estate services,1.3
7106,Service,wastewater treatment,1.3
7051,Metals & Mining,trust fund,1.3
3752,Food and Beverage,food sweeteners,1.3
6998,Automotive,auto distribution,1.3
5529,Food and Beverage,food,1.3
8764,Technology,technology,1.3
8327,Metals & Mining,coal mines,1.3
9422,Technology,semiconductors,1.3
3741,Manufacturing,"steel, heavy industry",1.3
8267,Metals & Mining,steel,1.3
1458,Food and Beverage,Cargill,1.3
1997,Finance and Investments,mutual funds,1.3
6335,Food and Beverage,Cargill,1.3
3383,Construction & Engineering,"construction, investments",1.3
4936,Metals & Mining,trust fund,1.3
2155,Service,EasyJet,1.3
9635,Fashion & Retail,Nordstrom department stores,1.3
5716,Manufacturing,industrial lasers,1.3
8861,Manufacturing,power tools,1.3
7472,Service,education,1.3
5839,Media & Entertainment,"TV shows, movies",1.3
8848,Finance and Investments,money management,1.3
8978,Telecom,mobile phones,1.3
2224,Finance and Investments,banking,1.3
9099,Fashion & Retail,shoes,1.3
7131,Service,Xerox,1.3
3373,Food and Beverage,"food, drinks",1.3
2121,Real Estate,real estate,1.3
9718,Healthcare,pharmaceuticals,1.3
4820,Technology,electronics,1.3
2766,Real Estate,property,1.3
5712,Technology,AOL,1.3
6120,Food and Beverage,consumer goods,1.3
3728,Finance and Investments,banking,1.3
8422,Finance and Investments,venture capital,1.3
2236,Manufacturing,chemicals,1.3
1185,Media & Entertainment,television,1.3
7271,Food and Beverage,Cargill,1.3
3027,Gambling & Casinos,betting machines,1.3
4346,Manufacturing,toys,1.3
1938,Fashion & Retail,fashion,1.3
7804,Construction & Engineering,"construction, investments",1.3
8985,Energy,"oil, banking, telecom",1.3
3519,Technology,drones,1.3
9832,Construction & Engineering,construction,1.3
4669,Real Estate,real estate,1.3
7252,Fashion & Retail,pharmacies,1.3
1563,Diversified,investments,1.3
9731,Fashion & Retail,"footwear, apparel",1.3
8584,Manufacturing,solar panel components,1.3
5583,Manufacturing,chemicals,1.3
2031,Energy,natural gas,1.3
7255,Fashion & Retail,retail,1.3
6568,Diversified,diversified,1.3
9444,Energy,gas,1.3
2880,Diversified,chemicals,1.3
4874,Manufacturing,electronics,1.3
2874,Finance and Investments,financial services,1.3
6736,Fashion & Retail,retail,1.3
2314,Healthcare,pharmaceuticals,1.3
8560,Finance and Investments,diversified,1.3
1349,Finance and Investments,hedge funds,1.3
5080,Technology,software firm,1.3
1320,Finance and Investments,banking,1.3
3139,Service,industrial equipment,1.3
5390,Technology,semiconductors,1.3
9670,Technology,semiconductors,1.3
8710,Real Estate,real estate,1.2
6391,Healthcare,pharmaceuticals,1.2
9261,Healthcare,pharmaceuticals,1.2
6407,Energy,"refinery, chemicals",1.2
1057,Construction & Engineering,"construction, pipes, chemicals",1.2
5557,Manufacturing,building materials,1.2
4441,Fashion & Retail,retail,1.2
7330,Diversified,"tires, chemicals",1.2
4390,Metals & Mining,titanium,1.2
7175,Technology,software services,1.2
4895,Finance and Investments,investments,1.2
4543,Healthcare,pharmaceuticals,1.2
4941,Finance and Investments,investments,1.2
2207,Energy,oil & gas,1.2
5598,Technology,e-commerce,1.2
5817,Automotive,automotive,1.2
6726,Manufacturing,electronics,1.2
3607,Real Estate,"construction, real estate",1.2
7275,Food and Beverage,restaurants,1.2
1551,Real Estate,real estate,1.2
2267,Construction & Engineering,construction materials,1.2
1108,Automotive,"basketball, car dealers",1.2
3906,Telecom,telecom,1.2
1100,Construction & Engineering,toll roads,1.2
4527,Energy,"port, gas",1.2
1227,Diversified,energy,1.2
5171,Real Estate,"real estate, hotels",1.2
6000,Real Estate,real estate,1.2
3828,Service,sewage treatment,1.2
1874,Food and Beverage,In-N-Out Burger,1.2
3003,Real Estate,"airports, real estate",1.2
3851,Manufacturing,precision machinery,1.2
3543,Healthcare,medical devices,1.2
8847,Healthcare,pharmaceuticals,1.2
7378,Energy,gas,1.2
6723,Real Estate,real estate,1.2
6163,Manufacturing,auto parts,1.2
7972,Real Estate,real estate,1.2
3230,Fashion & Retail,retail,1.2
9237,Real Estate,real estate,1.2
7141,Manufacturing,paper & related products,1.2
1946,Logistics,Shipping,1.2
9793,Real Estate,real estate,1.2
3472,Service,private schools,1.2
4143,Healthcare,pharmacy,1.2
7583,Manufacturing,Agribusiness,1.2
1397,Automotive,auto parts,1.2
6841,Service,driving schools,1.2
3755,Healthcare,pharmaceuticals,1.2
8766,Fashion & Retail,consumer goods,1.2
8365,Energy,energy services,1.2
8774,Finance and Investments,money management,1.2
3999,Manufacturing,"natural gas, fertilizers",1.2
3772,Service,airline,1.2
5524,Diversified,airline,1.2
1773,Real Estate,real estate,1.2
9842,Media & Entertainment,movies,1.2
9671,Fashion & Retail,"food, retail",1.2
4043,Real Estate,Real estate,1.2
5306,Finance and Investments,"banking, insurance",1.2
6097,Technology,measuring instruments,1.2
8058,Food and Beverage,restaurants,1.2
4497,Construction & Engineering,construction,1.2
9951,Technology,social network,1.2
3991,Diversified,"copper, poultry",1.2
5456,Energy,"refinery, chemicals",1.2
6352,Manufacturing,rubber gloves,1.2
3839,Food and Beverage,consumer goods,1.2
1597,Finance and Investments,insurance,1.2
7093,Real Estate,office real estate,1.2
3832,Healthcare,hearing aids,1.2
1490,Logistics,"transport, logistics",1.2
7449,Construction & Engineering,construction,1.2
5681,Fashion & Retail,clothing retail,1.2
3289,Food and Beverage,Coca-Cola,1.2
3911,Real Estate,real estate,1.2
3869,Manufacturing,electrical equipment,1.2
7911,Manufacturing,manufacturing,1.2
8856,Diversified,diversified,1.2
8418,Service,ride-hailing service,1.2
6931,Energy,wind power generation,1.2
2629,Media & Entertainment,animation,1.2
3191,Finance and Investments,money management,1.2
4937,Telecom,investments,1.2
9823,Diversified,"banking, investments",1.2
8855,Fashion & Retail,"retail, agribusiness",1.2
9607,Diversified,"banking, oil",1.2
5679,Fashion & Retail,supermarkets,1.2
2072,Fashion & Retail,cosmetics,1.2
7831,Construction & Engineering,"investments, real estate",1.2
9988,Finance and Investments,commodities,1.2
4019,Finance and Investments,money management,1.2
1777,Metals & Mining,Steel,1.2
6960,Finance and Investments,venture capital investing,1.2
4960,Fashion & Retail,fashion retail,1.2
7482,Diversified,diversified,1.2
3432,Finance and Investments,investments,1.2
7782,Food and Beverage,soy sauce maker,1.2
3363,Manufacturing,home appliances,1.2
1181,Diversified,diversified,1.2
5225,Automotive,auto loans,1.2
2114,Manufacturing,home & office products,1.2
1687,Metals & Mining,mining,1.2
1822,Fashion & Retail,apparel,1.2
5719,Service,education,1.2
7715,Finance and Investments,mutual funds,1.2
2636,Technology,Internet,1.2
2509,Media & Entertainment,Cirque du Soleil,1.2
6887,Logistics,package delivery,1.2
9553,Finance and Investments,Financial Services,1.2
