id,Sector,Company,Worth(BUSD)
9145,Energy,"oil, banking, telecom",9.8
6265,Finance and Investments,leveraged buyouts,9.8
6770,Diversified,"commodities, ports",9.7
9383,Service,Carnival Cruises,9.7
3034,Technology,electronics,9.7
4725,Technology,e-commerce,9.7
9004,Finance and Investments,investments,9.6
3021,Healthcare,health care,9.6
7443,Fashion & Retail,retail,9.5
4673,Food and Beverage,beverages,9.5
2453,Diversified,"real estate, shipping",9.4
8229,Finance and Investments,discount brokerage,9.4
5315,Logistics,Shipping,9.3
1714,Manufacturing,plumbing fixtures,9.3
6903,Manufacturing,steel,9.3
7265,Real Estate,real estate,9.2
9376,Finance and Investments,investments,9.2
4075,Diversified,conglomerate,9.2
5025,Technology,WhatsApp,9.1
6340,Healthcare,vaccines,9.1
2862,Technology,software,9.0
9748,Finance and Investments,hedge funds,9.0
4757,Healthcare,"biotech, investments",8.9
4036,Fashion & Retail,luxury goods,8.9
2497,Telecom,telecom,8.8
2610,Metals & Mining,steel,8.8
3066,Media & Entertainment,media,8.7
3660,Media & Entertainment,media,8.7
2092,Media & Entertainment,media,8.7
7448,Technology,electronics,8.5
5150,Technology,Intel,8.5
3951,Diversified,diversified,8.3
6170,Sports,"sports, real estate",8.3
9305,Finance and Investments,investments,8.2
5207,Gambling & Casinos,gambling,8.1
8017,Diversified,conglomerate,8.1
4721,Media & Entertainment,cable television,8.1
7648,Telecom,"internet, telecom",8.1
2159,Real Estate,real estate,8.0
2399,Finance and Investments,hedge funds,8.0
8474,Real Estate,real estate,8.0
5835,Media & Entertainment,"movies, record labels",8.0
5615,Healthcare,medical devices,8.0
4889,Diversified,media,8.0
3297,Finance and Investments,money management,7.9
4047,Healthcare,pharmaceuticals,7.9
5875,Technology,business software,7.8
1450,Energy,"oil & gas, banking",7.8
2276,Healthcare,pharmaceuticals,7.8
1016,Technology,smartphone screens,7.8
9006,Metals & Mining,diamonds,7.7
2178,Healthcare,pharmaceuticals,7.7
6065,Real Estate,real estate,7.7
1510,Energy,"oil, banking, telecom",7.6
1737,Real Estate,real estate,7.6
6092,Fashion & Retail,fashion retail,7.4
4826,Diversified,Samsung,7.4
9767,Food and Beverage,Cargill,7.4
3793,Finance and Investments,investments,7.4
3179,Energy,"hotels, energy",7.3
3064,Metals & Mining,"mining, metals, machinery",7.3
4794,Healthcare,health care,7.3
1296,Real Estate,real estate,7.3
1570,Fashion & Retail,Walmart,7.3
8295,Finance and Investments,investments,7.3
1283,Automotive,auto parts,7.2
4917,Telecom,"telecoms, media, oil-services",7.2
1651,Energy,oil,7.2
8922,Diversified,"banking, property",7.2
5422,Real Estate,real estate,7.2
5782,Construction & Engineering,Construction,7.1
4184,Fashion & Retail,"retail, media",7.1
4289,Fashion & Retail,cosmetics,7.1
6913,Food and Beverage,beverages,7.1
8076,Technology,venture capital,7.1
4588,Telecom,telecom,7.1
6141,Real Estate,real estate,7.0
6274,Food and Beverage,wine,7.0
7296,Fashion & Retail,luxury goods,7.0
5810,Food and Beverage,packaging,7.0
1599,Logistics,shipping,7.0
9265,Manufacturing,polyester,7.0
2504,Manufacturing,paints,7.0
1573,Logistics,shipping,7.0
2681,Finance and Investments,financial services,7.0
2477,Energy,oil,6.9
9961,Technology,online games,6.9
4297,Fashion & Retail,Zara,6.9
1114,Diversified,diversified,6.9
9441,Finance and Investments,hedge funds,6.9
7162,Manufacturing,fertilizer,6.8
6318,Technology,Google,6.8
7853,Food and Beverage,"food, beverages",6.8
5203,Real Estate,real estate,6.8
1165,Fashion & Retail,supermarkets,6.8
4434,Fashion & Retail,retail,6.8
8515,Metals & Mining,"aluminum, utilities",6.7
5754,Service,diversified,6.7
3897,Finance and Investments,pharmaceuticals,6.7
8951,Food and Beverage,packaging,6.6
1775,Finance and Investments,banking,6.6
6860,Construction & Engineering,"construction, chemicals",6.6
9895,Fashion & Retail,"retail, real estate",6.6
5278,Energy,wind turbines,6.6
4310,Food and Beverage,packaging,6.6
6480,Fashion & Retail,Walmart,6.6
2958,Finance and Investments,private equity,6.6
5950,Technology,WhatsApp,6.6
5729,Food and Beverage,candy,6.6
1837,Finance and Investments,private equity,6.5
4554,Metals & Mining,mining,6.5
9473,Finance and Investments,hedge funds,6.5
5468,Automotive,automobiles,6.5
6530,Food and Beverage,soy sauce maker,6.4
2303,Real Estate,real estate,6.4
4331,Real Estate,real estate,6.4
9732,Finance and Investments,hedge funds,6.4
7049,Real Estate,real estate,6.4
1382,Real Estate,real estate,6.4
6129,Finance and Investments,investments,6.4
2891,Media & Entertainment,advertising,6.4
6095,Fashion & Retail,retail,6.4
2711,Real Estate,real estate,6.3
4634,Diversified,diversified,6.3
8281,Automotive,motorcycles,6.3
4098,Automotive,auto parts,6.3
9264,Finance and Investments,Quicken Loans,6.3
8915,Food and Beverage,consumer goods,6.3
3814,Healthcare,optometry,6.3
7064,Finance and Investments,investments,6.2
6628,Energy,pipelines,6.2
2068,Sports,New England Patriots,6.2
2922,Fashion & Retail,Ralph Lauren,6.2
1453,Finance and Investments,banking,6.2
3196,Food and Beverage,consumer goods,6.2
9251,Service,food services,6.1
7414,Fashion & Retail,retail,6.1
9568,Food and Beverage,Cargill,6.0
7998,Finance and Investments,banking,6.0
5169,Automotive,auto parts,6.0
5187,Diversified,diversified,6.0
7625,Fashion & Retail,"textiles, apparel",6.0
5517,Technology,Google,6.0
5105,Manufacturing,cement,6.0
1660,Diversified,diversified,5.9
4225,Food and Beverage,"beer, investments",5.9
5993,Technology,internet service provider,5.9
2593,Real Estate,shopping malls,5.9
5024,Healthcare,pharmaceuticals,5.9
6547,Food and Beverage,"candy, pet food",5.9
7529,Food and Beverage,"candy, pet food",5.9
7600,Food and Beverage,"candy, pet food",5.9
6098,Food and Beverage,"candy, pet food",5.9
1541,Energy,investments,5.8
2112,Fashion & Retail,appliance retailer,5.8
8838,Manufacturing,furniture,5.8
3036,Logistics,"construction, mining",5.8
1087,Fashion & Retail,retail & gas stations,5.8
8086,Fashion & Retail,Walmart,5.8
5768,Technology,online games,5.8
7914,Diversified,food and beverage,5.8
7856,Real Estate,real estate,5.8
2415,Diversified,"media, retail",5.8
1990,Manufacturing,metalworking tools,5.7
6174,Food and Beverage,tequila,5.7
3776,Technology,computer hardware,5.7
4139,Technology,computer hardware,5.7
8353,Manufacturing,heating equipment,5.7
4245,Healthcare,medical devices,5.7
1121,Manufacturing,manufacturing,5.6
4550,Manufacturing,motors,5.6
5178,Real Estate,real estate,5.6
8266,Media & Entertainment,publishing,5.6
2685,Manufacturing,electronics,5.6
9405,Manufacturing,"palm oil, property",5.6
5985,Real Estate,real estate,5.6
6775,Technology,semiconductors,5.6
7478,Real Estate,Real Estate,5.6
4585,Sports,Dallas Cowboys,5.6
6801,Finance and Investments,money management,5.6
2547,Fashion & Retail,diamond jewelry,5.6
8186,Manufacturing,vacuums,5.6
1489,Manufacturing,chemicals,5.5
2378,Gambling & Casinos,videogames,5.5
5346,Manufacturing,manufacturing,5.5
1821,Manufacturing,chemicals,5.5
5653,Energy,pipelines,5.5
6478,Service,after-school tutoring,5.5
6218,Metals & Mining,aluminum products,5.5
6133,Fashion & Retail,online retail,5.5
1081,Real Estate,"real estate, finance",5.5
5666,Construction & Engineering,roofing,5.5
6830,Metals & Mining,"steel, coal",5.5
2957,Energy,pipelines,5.5
7698,Manufacturing,chemicals,5.5
9281,Manufacturing,chemicals,5.5
5218,Energy,pipelines,5.5
9828,Service,Carnival Cruises,5.5
8952,Energy,pipelines,5.5
9345,Manufacturing,Lego,5.4
3822,Manufacturing,Lego,5.4
9620,Real Estate,real estate,5.4
9437,Finance and Investments,private equity,5.4
1479,Food and Beverage,commodities,5.4
8092,Technology,electronics,5.4
6946,Manufacturing,smartphone screens,5.4
6025,Manufacturing,Lego,5.4
1960,Fashion & Retail,coffee,5.4
2185,Fashion & Retail,coffee,5.4
3689,Service,Amway,5.4
7388,Food and Beverage,cheese,5.4
1395,Food and Beverage,cheese,5.4
1769,Manufacturing,Lego,5.4
4305,Finance and Investments,private equity,5.3
7775,Manufacturing,"chemicals, logistics",5.3
3283,Food and Beverage,cheese,5.3
6696,Technology,Yahoo,5.3
4163,Gambling & Casinos,casinos,5.3
7086,Manufacturing,New Balance,5.3
7466,Diversified,"telecom, oil",5.3
3257,Automotive,"batteries, automobiles",5.2
7499,Food and Beverage,frozen foods,5.2
5373,Media & Entertainment,publishing,5.2
3876,Media & Entertainment,media,5.2
4212,Media & Entertainment,Star Wars,5.2
5296,Finance and Investments,hedge funds,5.2
5213,Service,temp agency,5.2
5104,Finance and Investments,hedge funds,5.2
5938,Metals & Mining,"steel, mining",5.2
1385,Food and Beverage,"pizza, sports team",5.2
5561,Diversified,"banking, minerals",5.1
2969,Healthcare,medical equipment,5.1
5695,Logistics,FedEx,5.1
8588,Fashion & Retail,Home Depot,5.1
7185,Energy,"oil, banking, telecom",5.1
9073,Diversified,"energy, investments",5.1
1526,Diversified,"banking, minerals",5.0
8109,Fashion & Retail,retail,5.0
2786,Manufacturing,diapers,5.0
8493,Fashion & Retail,duty-free,5.0
1805,Construction & Engineering,cement,5.0
7571,Service,"hotels, investments",5.0
2006,Healthcare,pharmaceuticals,5.0
1653,Finance and Investments,"banking, minerals",5.0
7891,Manufacturing,appliances,5.0
9465,Diversified,"banking, minerals",5.0
7401,Finance and Investments,investments,5.0
5623,Real Estate,real estate,5.0
2337,Media & Entertainment,"book distribution, transportation",5.0
1638,Gambling & Casinos,online gambling,5.0
1192,Media & Entertainment,media,5.0
4846,Diversified,Virgin,5.0
9188,Fashion & Retail,fashion retail,4.9
6178,Real Estate,"real estate, private equity",4.9
8321,Logistics,ports,4.9
2194,Metals & Mining,steel,4.9
3254,Finance and Investments,hedge funds,4.9
4298,Healthcare,medical devices,4.9
3425,Metals & Mining,pipe manufacturing,4.9
3927,Media & Entertainment,media,4.9
6376,Finance and Investments,mining,4.9
5235,Healthcare,pharmaceuticals,4.9
9502,Automotive,motor vehicles,4.9
2983,Energy,"oil, investments",4.9
7615,Technology,business software,4.9
7311,Construction & Engineering,"construction, media",4.9
8779,Finance and Investments,hedge funds,4.9
5952,Media & Entertainment,cable television,4.9
3961,Energy,"oil, real estate",4.9
4265,Service,agribusiness,4.9
1404,Fashion & Retail,retail,4.8
6635,Finance and Investments,investments,4.8
9256,Finance and Investments,investments,4.8
2858,Finance and Investments,investments,4.8
3634,Food and Beverage,food,4.8
9681,Technology,eBay,4.8
4749,Gambling & Casinos,online gambling,4.8
6030,Energy,oil & gas,4.8
5453,Metals & Mining,fertilizer,4.8
5659,Technology,Uber,4.8
6750,Metals & Mining,metals,4.8
7690,Finance and Investments,money management,4.8
1460,Energy,"oil, real estate",4.8
2287,Fashion & Retail,fashion retail,4.8
5514,Technology,surveillance equipment,4.8
4398,Food and Beverage,Chick-fil-A,4.8
2899,Food and Beverage,Chick-fil-A,4.8
4876,Technology,Uber,4.8
8178,Diversified,diversified,4.8
9884,Healthcare,medical devices,4.7
8093,Diversified,diversified,4.7
1582,Real Estate,real estate,4.7
7447,Real Estate,real estate,4.7
2316,Food and Beverage,food distribution,4.7
7664,Food and Beverage,Cargill,4.7
2633,Real Estate,"real estate, investments",4.7
9527,Food and Beverage,food distribution,4.7
7442,Gambling & Casinos,casinos,4.7
4451,Manufacturing,auto parts,4.7
9082,Real Estate,real estate,4.7
4278,Finance and Investments,hedge funds,4.7
7593,Media & Entertainment,record label,4.7
6191,Healthcare,hospitals,4.7
3732,Manufacturing,petrochemicals,4.7
6079,Finance and Investments,cryptocurrency,4.6
7196,Telecom,telecom,4.6
5042,Manufacturing,construction equipment,4.6
1306,Manufacturing,paper,4.6
9301,Service,concessions,4.6
6338,Finance and Investments,investments,4.6
8895,Real Estate,real estate,4.6
2108,Diversified,biotech,4.6
4901,Food and Beverage,agriculture,4.6
5232,Real Estate,"real estate, retail",4.6
6861,Finance and Investments,hedge funds,4.5
6366,Healthcare,pharmaceuticals,4.5
3992,Real Estate,real estate,4.5
2099,Technology,software,4.5
6979,Fashion & Retail,supermarkets,4.5
3574,Finance and Investments,banking,4.5
3931,Fashion & Retail,retail,4.5
4658,Manufacturing,steel,4.5
8956,Real Estate,real estate,4.5
1781,Service,education,4.5
1538,Manufacturing,fertilizers,4.5
5944,Telecom,"IT, telecom",4.5
6345,Food and Beverage,spirits,4.5
2973,Service,airlines,4.5
8238,Food and Beverage,energy drinks,4.4
2029,Finance and Investments,private equity,4.4
6412,Fashion & Retail,consumer goods,4.4
8483,Fashion & Retail,consumer goods,4.4
6906,Fashion & Retail,consumer goods,4.4
4208,Fashion & Retail,consumer goods,4.4
8656,Fashion & Retail,sporting goods retail,4.4
3531,Fashion & Retail,home furnishings,4.4
9326,Food and Beverage,dairy,4.4
5101,Service,self storage,4.4
3260,Telecom,telecom,4.4
4665,Fashion & Retail,retail,4.4
2394,Gambling & Casinos,gambling,4.4
5919,Metals & Mining,mining,4.4
7085,Service,hotels,4.4
5309,Finance and Investments,banking,4.4
5992,Real Estate,real estate,4.4
1606,Construction & Engineering,construction equipment,4.4
3129,Fashion & Retail,grocery stores,4.4
5909,Technology,wireless networking gear,4.3
9634,Fashion & Retail,retail,4.3
1875,Diversified,diversified,4.3
9889,Food and Beverage,beer,4.3
6729,Food and Beverage,beer,4.3
8125,Service,pest control,4.3
4481,Service,pest control,4.3
2658,Fashion & Retail,"retail, real estate",4.3
7475,Energy,natural gas,4.3
9750,Food and Beverage,"Houston Rockets, entertainment",4.3
5650,Fashion & Retail,coffee makers,4.3
9012,Telecom,telecom,4.3
2365,Manufacturing,auto parts,4.3
6942,Automotive,motorcycles,4.3
3419,Fashion & Retail,retail,4.3
4235,Fashion & Retail,retail,4.2
6708,Energy,natural gas distribution,4.2
7668,Energy,"utilities, telecom",4.2
5451,Real Estate,real estate,4.2
7044,Technology,Snapchat,4.2
7033,Food and Beverage,Cargill,4.2
2340,Finance and Investments,investments,4.2
2147,Diversified,diversified,4.2
9918,Manufacturing,"timberland, lumber mills",4.2
5330,Food and Beverage,Cargill,4.2
2151,Food and Beverage,Cargill,4.2
2856,Sports,"staffing, Baltimore Ravens",4.2
9629,Manufacturing,"elevators, escalators",4.2
9786,Fashion & Retail,fashion,4.1
6901,Manufacturing,kitchen appliances,4.1
3918,Finance and Investments,"hotels, investments",4.1
8296,Finance and Investments,hedge funds,4.1
6617,Technology,Snapchat,4.1
1754,Real Estate,real estate,4.1
9960,Telecom,mobile phone retailer,4.1
9185,Gambling & Casinos,casinos,4.1
1942,Technology,e-commerce,4.1
9311,Energy,pipelines,4.1
2730,Media & Entertainment,Marvel comics,4.1
1607,Diversified,"computer services, real estate",4.1
4467,Food and Beverage,candy,4.1
8826,Energy,petrochemicals,4.1
6231,Automotive,motorcycles,4.1
4824,Sports,Home Depot,4.1
3722,Diversified,diversified,4.1
6670,Technology,mapping software,4.1
4537,Finance and Investments,investments,4.1
5053,Real Estate,shopping malls,4.1
5467,Fashion & Retail,sunglasses,4.1
6620,Diversified,diversified,4.1
5943,Real Estate,real estate,4.1
1170,Fashion & Retail,sporting goods,4.0
4053,Technology,software,4.0
1156,Metals & Mining,aluminum,4.0
6059,Logistics,package delivery,4.0
4259,Food and Beverage,food,4.0
1285,Real Estate,real estate,4.0
1831,Healthcare,healthcare,4.0
7261,Telecom,telecom,4.0
6122,Food and Beverage,food,4.0
5454,Technology,venture capital,4.0
2344,Fashion & Retail,Best Buy,4.0
6418,Fashion & Retail,Estee Lauder,4.0
7245,Healthcare,"pharmaceuticals, medical equipment",4.0
8131,Construction & Engineering,construction,4.0
8195,Real Estate,retail,4.0
3706,Fashion & Retail,furniture retailing,4.0
3290,Technology,Dolby Laboratories,4.0
2360,Healthcare,medical technology,4.0
8728,Automotive,Toyota dealerships,4.0
4686,Real Estate,real estate,4.0
4717,Fashion & Retail,retail,4.0
4482,Real Estate,real estate,4.0
4571,Diversified,diversified,3.9
9675,Healthcare,dental implants,3.9
8718,Service,aircraft leasing,3.9
3790,Finance and Investments,banking,3.9
1407,Food and Beverage,agriculture,3.9
1141,Real Estate,real estate,3.9
5279,Food and Beverage,"agriculture, water",3.9
3166,Construction & Engineering,construction,3.9
5978,Technology,electronics,3.9
2723,Fashion & Retail,retail,3.9
6792,Finance and Investments,coffee,3.9
6219,Finance and Investments,coffee,3.9
9331,Finance and Investments,financial services,3.9
3691,Finance and Investments,private equity,3.9
1628,Real Estate,real estate,3.9
3863,Diversified,diversified,3.9
8030,Finance and Investments,diversified,3.8
4326,Diversified,diversified,3.8
3787,Technology,smartphone components,3.8
9363,Technology,semiconductors,3.8
9911,Finance and Investments,investments,3.8
1253,Real Estate,real estate,3.8
4841,Fashion & Retail,shoes,3.8
6333,Sports,"energy, sports",3.8
6292,Real Estate,real estate,3.8
5564,Media & Entertainment,publishing,3.8
6441,Manufacturing,chemicals,3.8
6517,Construction & Engineering,homebuilding,3.8
8831,Technology,Airbnb,3.8
1824,Diversified,investments,3.8
7677,Technology,Airbnb,3.8
6954,Finance and Investments,insurance,3.8
6865,Technology,Airbnb,3.8
9045,Real Estate,"real estate, investments",3.8
4031,Finance and Investments,tech investments,3.7
8733,Gambling & Casinos,casinos,3.7
7105,Manufacturing,hair dryers,3.7
3538,Real Estate,real estate,3.7
1808,Finance and Investments,investments,3.7
5600,Diversified,diversified,3.7
8102,Healthcare,pharmaceuticals,3.7
3922,Healthcare,pharmaceuticals,3.7
7121,Real Estate,real estate,3.7
8553,Construction & Engineering,real estate,3.7
2173,Finance and Investments,finance,3.7
6659,Healthcare,pharmaceuticals,3.7
5636,Manufacturing,"fertilizer, real estate",3.7
6947,Finance and Investments,hedge funds,3.7
5388,Media & Entertainment,online media,3.7
6299,Finance and Investments,money management,3.7
4418,Finance and Investments,banking,3.7
2495,Food and Beverage,beverages,3.7
4012,Manufacturing,cleaning products,3.7
9093,Manufacturing,cleaning products,3.7
7781,Manufacturing,cleaning products,3.7
1120,Manufacturing,cleaning products,3.7
3181,Manufacturing,cleaning products,3.7
9090,Diversified,consumer goods,3.6
7597,Manufacturing,chemicals,3.6
7524,Real Estate,real estate,3.6
3659,Real Estate,real estate,3.6
7441,Healthcare,pharmaceuticals,3.6
9445,Logistics,cruise ships,3.6
5421,Automotive,auto parts,3.6
7433,Media & Entertainment,Movies,3.6
2705,Finance and Investments,discount brokerage,3.6
8712,Energy,energy,3.6
1431,Fashion & Retail,fashion retail,3.6
4316,Food and Beverage,pig breeding,3.6
1340,Healthcare,vaccine production,3.6
9660,Fashion & Retail,sports retailing,3.6
9453,Healthcare,biotech,3.6
1529,Manufacturing,manufacturing,3.6
6985,Healthcare,pharmaceuticals,3.6
7505,Finance and Investments,investments,3.6
2205,Finance and Investments,money management,3.6
4898,Finance and Investments,money management,3.6
6290,Energy,oil,3.6
1904,Healthcare,pharmaceuticals,3.6
3216,Diversified,"drilling, shipping",3.6
5372,Service,"hotels, investments",3.5
3471,Diversified,"retail, real estate",3.5
2217,Finance and Investments,venture capital,3.5
6024,Media & Entertainment,movie making,3.5
7516,Manufacturing,"manufacturing, investments",3.5
3005,Finance and Investments,"hotels, investments",3.5
5329,Diversified,diversified,3.5
7172,Logistics,"shipping, seafood",3.5
4181,Finance and Investments,"banking, real estate",3.5
6559,Real Estate,real estate,3.5
7818,Diversified,diversified,3.5
2812,Food and Beverage,meat processing,3.5
6425,Real Estate,real estate,3.5
