id,name,age,gender,country,image,Sector,Company,Worth(BUSD),accuracy
5443,Stefan Persson,70.0,Male,Sweden,https://specials-images.forbesimg.com/imageserve/5a8121d54bbe6f2652f545f0/416x416.jpg?background=000000&cropX1=599&cropX2=2597&cropY1=15&cropY2=2015,Fashion & Retail,H&M,16.8,
1870,Michael Hartono,78.0,Male,Indonesia,https://specials-images.forbesimg.com/imageserve/5a8121d54bbe6f2652f545f0/416x416.jpg?background=000000&cropX1=599&cropX2=2597&cropY1=15&cropY2=2015,Manufacturing,"banking, tobacco",16.7,
7621,Joseph Lau,66.0,Male,Hong Kong,https://specials-images.forbesimg.com/imageserve/5a7e6ca6a7ea431690132547/416x416.jpg?background=000000&cropX1=125&cropX2=1076&cropY1=81&cropY2=1033,Real Estate,real estate,16.7,
7304,Thomas & Raymond Kwok,,Male,,https://specials-images.forbesimg.com/imageserve/5a579cfd4bbe6f2652f2517c/416x416.jpg?background=000000&cropX1=152&cropX2=1061&cropY1=6&cropY2=915,Real Estate,real estate,16.5,
1194,Vagit Alekperov,67.0,Male,,https://specials-images.forbesimg.com/imageserve/5a80c400a7ea431690133cb7/416x416.jpg?background=000000&cropX1=481&cropX2=2139&cropY1=0&cropY2=1658,Energy,oil,16.4,
4532,James Ratcliffe,65.0,Male,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a815b254bbe6f2652f547e0/416x416.jpg?background=000000&cropX1=252&cropX2=2046&cropY1=814&cropY2=2608,Manufacturing,chemicals,16.4,
1909,Donald Bren,86.0,Male,United States,https://specials-images.forbesimg.com/imageserve/57e575c94bbe6f24d1f891ce/416x416.jpg?background=000000&cropX1=126&cropX2=651&cropY1=31&cropY2=556,Real Estate,real estate,16.3,
2163,Iris Fontbona,75.0,Female,Chile,https://specials-images.forbesimg.com/imageserve/57e575c94bbe6f24d1f891ce/416x416.jpg?background=000000&cropX1=126&cropX2=651&cropY1=31&cropY2=556,Metals & Mining,mining,16.3,
9937,Gennady Timchenko,65.0,Male,Russia,https://specials-images.forbesimg.com/imageserve/5a80a596a7ea431690133b09/416x416.jpg?background=000000&cropX1=5&cropX2=2533&cropY1=460&cropY2=2990,Energy,"oil, gas",16.0,1.0
8005,Abigail Johnson,56.0,Female,,https:http://specials-images.forbesimg.com/imageserve/57e570c54bbe6f24d1f891b6/416x416.jpg?background=000000&cropX1=63&cropX2=615&cropY1=68&cropY2=621,Finance and Investments,money management,15.9,
7802,Vladimir Potanin,57.0,Male,,https://specials-images.forbesimg.com/imageserve/5a80c98d31358e4955ad2cc0/416x416.jpg?background=000000&cropX1=75&cropX2=2250&cropY1=5&cropY2=2181,Metals & Mining,metals,15.9,0.99
4469,Lukas Walton,30.0,Male,United States,https://specials-images.forbesimg.com/imageserve/5a80c98d31358e4955ad2cc0/416x416.jpg?background=000000&cropX1=75&cropX2=2250&cropY1=5&cropY2=2181,Fashion & Retail,Walmart,15.9,0.98
2701,Charlene De Carvalho-Heineken,63.0,Female,,https://specials-images.forbesimg.com/imageserve/5a7fd414a7ea4316901331b7/416x416.jpg?background=000000&cropX1=0&cropX2=3280&cropY1=887&cropY2=4168,Food and Beverage,Heineken,15.8,
1337,Zhang Zhidong,46.0,Male,,https://specials-images.forbesimg.com/imageserve/8c2c90c2667221740e4fe57cde754bf8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=18&cropY2=762,Technology,internet media,15.6,
4816,Petr Kellner,54.0,Male,Czech Republic,https://specials-images.forbesimg.com/imageserve/4023ab5df9aad04f544e7dfde9031598/416x416.jpg?background=000000&cropX1=32&cropX2=723&cropY1=3&cropY2=694,Finance and Investments,banking,15.5,
3747,Andrey Melnichenko,46.0,Male,Russia,https://specials-images.forbesimg.com/imageserve/5a809da44bbe6f2652f53def/416x416.jpg?background=000000&cropX1=651&cropX2=3302&cropY1=6&cropY2=2656,Energy,"coal, fertilizers",15.5,
5545,David & Simon Reuben,,Male,,https://specials-images.forbesimg.com/imageserve/58ee56d9a7ea437ada262e00/416x416.jpg?background=000000&cropX1=253&cropX2=1732&cropY1=64&cropY2=1543,Real Estate,"investments, real estate",15.5,
5889,Klaus-Michael Kuehne,81.0,Male,Germany,https://specials-images.forbesimg.com/imageserve/5a7e288b31358e4955ad1159/416x416.jpg?background=000000&cropX1=2640&cropX2=4000&cropY1=400&cropY2=1760,Logistics,shipping,15.3,
4360,Li Shufu,55.0,Male,China,https://specials-images.forbesimg.com/imageserve/5a7ccad231358e4955acf931/416x416.jpg?background=000000&cropX1=488&cropX2=1703&cropY1=161&cropY2=1377,Automotive,automobiles,15.3,
9150,Mikhail Fridman,54.0,Male,Russia,https://specials-images.forbesimg.com/imageserve/5a80ac47a7ea431690133b64/416x416.jpg?background=000000&cropX1=534&cropX2=3793&cropY1=7&cropY2=3263,Energy,"oil, banking, telecom",15.1,
6645,Rupert Murdoch,87.0,Male,United States,https://specials-images.forbesimg.com/imageserve/5a8d934d4bbe6f2652f61c74/416x416.jpg?background=000000&cropX1=0&cropX2=1559&cropY1=81&cropY2=1639,Media & Entertainment,"newspapers, TV network",15.0,
8671,Dhanin Chearavanont,79.0,Male,Thailand,https://specials-images.forbesimg.com/imageserve/58accecd4bbe6f0e55874019/416x416.jpg?background=000000&cropX1=61&cropX2=684&cropY1=226&cropY2=850,Diversified,diversified,14.9,
2252,Robert Kuok,94.0,Male,Malaysia,https://specials-images.forbesimg.com/imageserve/4f21e64d970512f81a766649fb072f0d/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=2&cropY2=743,Diversified,"palm oil, shipping, property",14.8,
1161,Emmanuel Besnier,47.0,Male,France,https://specials-images.forbesimg.com/imageserve/4f21e64d970512f81a766649fb072f0d/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=2&cropY2=743,Food and Beverage,cheese,14.7,
7840,Shiv Nadar,72.0,Male,India,https://specials-images.forbesimg.com/imageserve/37d84982997cb979720fb6f28fa88067/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=111&cropY2=855,Technology,software services,14.6,
7890,Viktor Vekselberg,61.0,Male,,https://specials-images.forbesimg.com/imageserve/5a80c89231358e4955ad2ca8/416x416.jpg?background=000000&cropX1=752&cropX2=3164&cropY1=5&cropY2=2416,Energy,"metals, energy",14.4,
4183,Aliko Dangote,61.0,Male,Nigeria,https://specials-images.forbesimg.com/imageserve/5a7fd828a7ea43169013322e/416x416.jpg?background=000000&cropX1=240&cropX2=2897&cropY1=11&cropY2=2667,Manufacturing,"cement, sugar, flour",14.1,
6752,Harold Hamm,72.0,Male,United States,https://specials-images.forbesimg.com/imageserve/59d563d8a7ea436b47b371d7/416x416.jpg?background=000000&cropX1=1310&cropX2=2937&cropY1=960&cropY2=2589,Energy,oil & gas,14.1,
8248,Steve Cohen,62.0,Male,United States,https://specials-images.forbesimg.com/imageserve/5a8d946e4bbe6f2652f61ca6/416x416.jpg?background=000000&cropX1=743&cropX2=3320&cropY1=91&cropY2=2667,Finance and Investments,hedge funds,14.0,
1845,Dustin Moskovitz,33.0,Male,United States,https://specials-images.forbesimg.com/imageserve/5a8d9076a7ea43169014020b/416x416.jpg?background=000000&cropX1=1208&cropX2=3374&cropY1=81&cropY2=2246,Technology,Facebook,14.0,
1867,Marcel Herrmann Telles,68.0,Male,Brazil,https://specials-images.forbesimg.com/imageserve/5a7b8dd54bbe6f2652f4f0fa/416x416.jpg?background=000000&cropX1=6&cropX2=1812&cropY1=862&cropY2=2667,Food and Beverage,beer,14.0,1.0
4197,Reinhold Wuerth,83.0,Male,Germany,https://specials-images.forbesimg.com/imageserve/5a7e391a4bbe6f2652f528b8/416x416.jpg?background=000000&cropX1=562&cropX2=2916&cropY1=10&cropY2=2362,Manufacturing,fasteners,13.6,
5338,Charles Ergen,65.0,Male,United States,https://specials-images.forbesimg.com/imageserve/59d55b4331358e542c035479/416x416.jpg?background=000000&cropX1=1400&cropX2=3175&cropY1=55&cropY2=1832,Media & Entertainment,satellite TV,13.4,
8759,Eric Schmidt,63.0,Male,United States,https://specials-images.forbesimg.com/imageserve/58c19b99a7ea431f321ad8d9/416x416.jpg?background=000000&cropX1=90&cropX2=631&cropY1=47&cropY2=588,Technology,Google,13.4,
5871,Philip Anschutz,78.0,Male,United States,https://specials-images.forbesimg.com/imageserve/58c1d4a4a7ea431f321add5b/416x416.jpg?background=000000&cropX1=23&cropX2=732&cropY1=37&cropY2=746,Finance and Investments,investments,13.0,
6409,Jim Kennedy,70.0,Male,,https://specials-images.forbesimg.com/imageserve/59d5622d31358e542c0354a1/416x416.jpg?background=000000&cropX1=4433&cropX2=5352&cropY1=2354&cropY2=3272,Media & Entertainment,media,13.0,0.98
8472,Blair Parry-Okeden,68.0,Female,United States,https://specials-images.forbesimg.com/imageserve/59d5622d31358e542c0354a1/416x416.jpg?background=000000&cropX1=4433&cropX2=5352&cropY1=2354&cropY2=3272,Media & Entertainment,media,13.0,
8007,Alain Wertheimer,69.0,Male,France,https://specials-images.forbesimg.com/imageserve/5a7de73f31358e4955ad0986/416x416.jpg?background=000000&cropX1=11&cropX2=1445&cropY1=0&cropY2=1434,Fashion & Retail,Chanel,13.0,
7934,Gerard Wertheimer,67.0,Male,France,https://specials-images.forbesimg.com/imageserve/5a7df0a7a7ea431690131ba8/416x416.jpg?background=000000&cropX1=5&cropX2=2632&cropY1=235&cropY2=2861,Fashion & Retail,Chanel,13.0,
4397,Leonard Lauder,81.0,Male,United States,https://specials-images.forbesimg.com/imageserve/59d57d2631358e542c035675/416x416.jpg?background=000000&cropX1=0&cropX2=3457&cropY1=258&cropY2=3713,Fashion & Retail,Estee Lauder,12.9,
8231,Heinz Hermann Thiele,77.0,Male,Germany,https://specials-images.forbesimg.com/imageserve/56c7ceace4b062f6b59a2407/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=131&cropY2=874,Construction & Engineering,brakes,12.9,
